"SubscriptionId","ResourceGroup","MigrateProject","MachineName","TargetVMName","TargetResourceGroup","TargetLocation","ReplicationStatus","MigrationState","DiskCount","TotalDiskSizeGB","DiskDetails","Status","Message","Timestamp"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2BORAPXXDWV1",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted","2025-10-23 16:26:40"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2RECDBORILV1",,,,"Delta sync","Replicating","0","0","","Success","Replication stopped and ASR disks deleted","2025-10-23 16:26:40"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2TFSAPXXDWV3",,,,"Delta sync","Replicating","0","0","","Success","Replication stopped and ASR disks deleted","2025-10-23 16:26:41"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2PTTGWXXTWV1",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted","2025-10-23 16:26:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2SNWAPTMDWV1",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted","2025-10-23 16:26:43"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2MUBDBORILV1",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted","2025-10-23 16:26:43"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2EMVDBORDWV2",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted","2025-10-23 16:26:44"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2RSAAPAPDWV2",,,,"Delta sync","Replicating","0","0","","Success","Replication stopped and ASR disks deleted","2025-10-23 16:26:45"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2ETLAPDMDWV1",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted","2025-10-23 16:26:46"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2MODDBORDLV2",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted","2025-10-23 16:26:47"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2OBPDBSQIWV1",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted","2025-10-23 16:26:48"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2BORAPXXTWV1",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted","2025-10-23 16:26:48"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2MCRAPAPIWV1",,,,"Delta sync","Replicating","0","0","","Success","Replication stopped and ASR disks deleted","2025-10-23 16:26:49"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2MFAAPAUILV1",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted","2025-10-23 16:26:50"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2IBGWBWSIWV1",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted","2025-10-23 16:26:51"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2FATDBSQIWV3",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted","2025-10-23 16:26:52"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2IBGAPDMULV1",,,,"Paused","MigrationCompletedWithInformation","0","0","","Success","Replication stopped and ASR disks deleted","2025-10-23 16:26:52"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2IPYDBSQIWV1",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted","2025-10-23 16:26:53"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2MUBWBAPIWV1",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted","2025-10-23 16:26:54"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2SOSAPXXTWV1",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted","2025-10-23 16:26:55"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2PTTDBORTLV1",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted","2025-10-23 16:26:55"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2ACEAPMBILV1",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted","2025-10-23 16:26:56"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2MUBWBAPIWV2",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted","2025-10-23 16:26:57"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2ACEAPMBDLV1",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted","2025-10-23 16:26:58"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2PTTAPXXTWV1",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted","2025-10-23 16:26:58"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2AMOAPWSIWV1",,,,"Delta sync","Replicating","0","0","","Success","Replication stopped and ASR disks deleted","2025-10-23 16:27:00"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2RRRAPAUILV1",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted","2025-10-23 16:27:00"
