"SubscriptionId","ResourceGroup","MigrateProject","MachineName","TargetVMName","TargetResourceGroup","TargetLocation","ReplicationStatus","MigrationState","DiskCount","TotalDiskSizeGB","DiskDetails","Status","Message","Timestamp"
"2a908090-d056-438c-bcf3-00ce359a72b5","Dev-Migrt-RG-01","Dev-migrt-project-01","D2ODSDBORDLV2",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted successfully","2025-10-23 16:38:58"
"2a908090-d056-438c-bcf3-00ce359a72b5","Dev-Migrt-RG-01","Dev-migrt-project-01","D2MVSAPREDWV1",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted successfully","2025-10-23 16:38:58"
"2a908090-d056-438c-bcf3-00ce359a72b5","Dev-Migrt-RG-01","Dev-migrt-project-01","D2OPSAPPJDWV5",,,,"Delta sync","Replicating","0","0","","Success","Replication stopped and ASR disks deleted successfully","2025-10-23 16:39:00"
"2a908090-d056-438c-bcf3-00ce359a72b5","Dev-Migrt-RG-01","Dev-migrt-project-01","D2T24DBSQDWV7",,,,"Paused","MigrationCompletedWithInformation","0","0","","Success","Replication stopped and ASR disks deleted successfully","2025-10-23 16:39:02"
"2a908090-d056-438c-bcf3-00ce359a72b5","Dev-Migrt-RG-01","Dev-migrt-project-01","D2OPSAPPJDWV1",,,,"Delta sync","Replicating","0","0","","Success","Replication stopped and ASR disks deleted successfully","2025-10-23 16:39:03"
"2a908090-d056-438c-bcf3-00ce359a72b5","Dev-Migrt-RG-01","Dev-migrt-project-01","D2T24APNTUWV5",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted successfully","2025-10-23 16:39:04"
"2a908090-d056-438c-bcf3-00ce359a72b5","Dev-Migrt-RG-01","Dev-migrt-project-01","D2OPSAPPJDWV3",,,,"Delta sync","Replicating","0","0","","Success","Replication stopped and ASR disks deleted successfully","2025-10-23 16:39:05"
"2a908090-d056-438c-bcf3-00ce359a72b5","Dev-Migrt-RG-01","Dev-migrt-project-01","D2OPSAPPJDWV2",,,,"Delta sync","Replicating","0","0","","Success","Replication stopped and ASR disks deleted successfully","2025-10-23 16:39:06"
"2a908090-d056-438c-bcf3-00ce359a72b5","Dev-Migrt-RG-01","Dev-migrt-project-01","D2OPSAPPJDWV6",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted successfully","2025-10-23 16:39:08"
"2a908090-d056-438c-bcf3-00ce359a72b5","Dev-Migrt-RG-01","Dev-migrt-project-01","D2IBGAPWSULV4",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted successfully","2025-10-23 16:39:09"
"2a908090-d056-438c-bcf3-00ce359a72b5","Dev-Migrt-RG-01","Dev-migrt-project-01","D2T24APNTUWV6",,,,"Paused","MigrationCompletedWithInformation","0","0","","Success","Replication stopped and ASR disks deleted successfully","2025-10-23 16:39:10"
"2a908090-d056-438c-bcf3-00ce359a72b5","Dev-Migrt-RG-01","Dev-migrt-project-01","D2T24APNTIWV4",,,,"Paused","MigrationCompletedWithInformation","0","0","","Success","Replication stopped and ASR disks deleted successfully","2025-10-23 16:39:11"
"2a908090-d056-438c-bcf3-00ce359a72b5","Dev-Migrt-RG-01","Dev-migrt-project-01","D2T24APNTIWV3",,,,"Paused","MigrationCompletedWithInformation","0","0","","Success","Replication stopped and ASR disks deleted successfully","2025-10-23 16:39:13"
"2a908090-d056-438c-bcf3-00ce359a72b5","Dev-Migrt-RG-01","Dev-migrt-project-01","D2JMGDBSQDWV1",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted successfully","2025-10-23 16:39:14"
"2a908090-d056-438c-bcf3-00ce359a72b5","Dev-Migrt-RG-01","Dev-migrt-project-01","D2T24DBSQIWV4",,,,"Paused","MigrationSucceeded","0","0","","Success","Replication stopped and ASR disks deleted successfully","2025-10-23 16:39:15"
