"SubscriptionId","ResourceGroup","MigrateProject","MachineName","TargetVMName","TargetResourceGroup","ReplicationStatus","DiskCount","TotalDiskSizeGB","Status","Message","Timestamp"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2SAPWBBODWV1",,,"Paused","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2BPMAPWSILV1",,,"Paused","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2SMSGWCOIWV1",,,"Paused","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2TFSDBSQDWV3",,,"Delta sync","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2ENTDBSQDWV2",,,"Paused","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2FISAPSEIWV1",,,"Paused","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2CCAAPNGIWV1",,,"Paused","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2MFAAPWSILV4",,,"Delta sync","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2SNWDBORDLV1",,,"Paused","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2EMBDBSQDWV1",,,"Paused","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2MISAPXXTWV1",,,"Paused","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2FAMDBORILV1",,,"Delta sync","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2TMSAPMODLV1",,,"Paused","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
