"SubscriptionName","SubscriptionId","ResourceGroup","DiskName","Location","DiskSize_GB","DiskSku","DiskState","TimeCreated","MonthlyCost_USD","Tags","DeletionStatus"
"BAB-SIT","e48414cd-f96d-4414-ae9e-da7fec844f77","BAB-SIT-PPL-BR-RG-01","DAPPLSQDBSWV01_DataDisk_0","swedencentral","500","StandardSSD_LRS","Unattached","10/20/2025 12:24:49 PM","25","","N/A"
"BAB-SIT","e48414cd-f96d-4414-ae9e-da7fec844f77","BAB-SIT-RCN-SWEC-RG-01","DARECAPSWV1_DataDisk_0-ASRReplica","swedencentral","1","StandardSSD_LRS","Unattached","12/12/2024 1:42:43 PM","0.05","ASR-ReplicaDisk=84d99796-68af-52b2-9014-0b8aa00ab1b3","N/A"
"BAB-SIT","e48414cd-f96d-4414-ae9e-da7fec844f77","BAB-SIT-RMB-SWEC-RG-01","D2RMBAPWSILV1-OSdisk","swedencentral","50","StandardSSD_LRS","Unattached","6/4/2025 8:53:30 AM","2.5","","N/A"
"BAB-SIT","e48414cd-f96d-4414-ae9e-da7fec844f77","BAB-SIT-RMB-SWEC-RG-01","D2RMBAPWSILV1-test-os-040625","swedencentral","50","StandardSSD_LRS","Unattached","6/4/2025 7:59:09 AM","2.5","","N/A"
"BAB-SIT","e48414cd-f96d-4414-ae9e-da7fec844f77","BAB-SIT-SAS-SWEC-RG-01","DASASGCMWBSLV01_DataDisk_1","swedencentral","50","StandardSSD_LRS","Unattached","8/11/2025 1:36:23 PM","2.5","","N/A"
"BAB-SIT","e48414cd-f96d-4414-ae9e-da7fec844f77","BAB-SIT-SAS-SWEC-RG-01","DASASGCMWBSLV01_DataDisk_2","swedencentral","50","StandardSSD_LRS","Unattached","8/11/2025 1:36:23 PM","2.5","","N/A"
"BAB-SIT","e48414cd-f96d-4414-ae9e-da7fec844f77","BAB-SIT-T24-SWEC-RG-01","dat24dbsqswv2-datadisk-09-swec-test","swedencentral",,"Standard_LRS","ActiveUpload","10/29/2024 10:07:30 AM","0","","N/A"
"BAB-SIT","e48414cd-f96d-4414-ae9e-da7fec844f77","BAB-SIT-T24-SWEC-RG-01","DAT24DBSQSWV2_DataDisk_01_swec_01","swedencentral","64","PremiumV2_LRS","Unattached","10/25/2024 11:27:18 AM","0","project=T24","N/A"
"BAB-SIT","e48414cd-f96d-4414-ae9e-da7fec844f77","BAB-SIT-T24-SWEC-RG-01","DAT24DBSQSWV2_DataDisk_02_swec_01","swedencentral","1024","StandardSSD_LRS","Unattached","10/25/2024 7:23:35 AM","51.2","","N/A"
"BAB-SIT","e48414cd-f96d-4414-ae9e-da7fec844f77","BAB-SIT-T24-SWEC-RG-01","DAT24DBSQSWV2_DD_01_swec_test","swedencentral",,"Standard_LRS","ActiveUpload","10/29/2024 10:13:15 AM","0","","N/A"
"BAB-SIT","e48414cd-f96d-4414-ae9e-da7fec844f77","BAB-SIT-T24-SWEC-RG-01","DAT24DBSQSWV2_DD_02_test","swedencentral",,"Standard_LRS","ActiveUpload","10/30/2024 7:35:09 AM","0","","N/A"
"BAB-SIT","e48414cd-f96d-4414-ae9e-da7fec844f77","BAB-SIT-TEM-SWEC-RG-01","DATEMWBSWV1_DataDisk_0-ASRReplica","swedencentral","1","StandardSSD_LRS","Unattached","12/12/2024 1:14:17 PM","0.05","ASR-ReplicaDisk=ab7d033e-1151-5469-87e9-56706531eade","N/A"
"BAB-SIT","e48414cd-f96d-4414-ae9e-da7fec844f77","SIT-SDE-SWEC-RG-01","DASDEAPPSWV1_DataDisk_0","swedencentral","64","StandardSSD_LRS","Unattached","9/1/2024 2:25:56 PM","3.2","Company=BAB; Project =SDE; Env=SIT","N/A"
"BAB-SIT","e48414cd-f96d-4414-ae9e-da7fec844f77","SIT-SDE-SWEC-RG-01","DASDESDBSQSWV1_DataDisk_0","swedencentral","128","StandardSSD_LRS","Unattached","9/1/2024 2:29:41 PM","6.4","Company=BAB; Project =SDE; Env=SIT","N/A"
