GroupName
Albilad_Branch
Reports_printing_HQ
ROLE_BRANCH_SUPERVISOR
ROLE_PRINT_Archive
ROLE_PRINT_CA
ROLE_PRINT_CCR
ROLE_PRINT_CM
ROLE_PRINT_CS_BULK
ROLE_PRINT_CS_CLIENT
ROLE_PRINT_IP
ROLE_PRINT_IT
ROLE_PRINT_MF
ROLE_PRINT_NO
ROLE_PRINT_POS
ROLE_PRINT_VO
ROLE_ADMIN_STUDIO_ABIC_IVR
ROLE_ADMIN_STUDIO_ADVERTISEMENT
ROLE_ADMIN_STUDIO_APPLICATION_SUPPORT
ROLE_ADMIN_STUDIO_BIB
ROLE_ADMIN_STUDIO_CARDS
ROLE_ADMIN_STUDIO_CHANNEL_PAYMENT_AUTHORIZER
ROLE_ADMIN_STUDIO_CHANNEL_PAYMENT_CONFIG
ROLE_ADMIN_STUDIO_CHANNEL_SUPPORT
ROLE_ADMIN_STUDIO_CSTMR_BLCK
ROLE_ADMIN_STUDIO_CSTMR_SRCH
ROLE_ADMIN_STUDIO_DETAIL
ROLE_ADMIN_STUDIO_ENJAZ
ROLE_ADMIN_STUDIO_FEDBCK_MNG
ROLE_ADMIN_STUDIO_FEDBCK_RPT
ROLE_ADMIN_STUDIO_IAM_SERVICE_AUTHORIZER
ROLE_ADMIN_STUDIO_IB
ROLE_ADMIN_STUDIO_IB_ALBILADCOUP
ROLE_ADMIN_STUDIO_IB_AUTHADVERTISEMENT
ROLE_ADMIN_STUDIO_IB_AUTHSURVEY
ROLE_ADMIN_STUDIO_IB_CHANNEL_SUPPORT
ROLE_ADMIN_STUDIO_IB_COUPON_AUTHORIZER
ROLE_ADMIN_STUDIO_MB_PUSHMESSAGES_AUTHORIZER
ROLE_ADMIN_STUDIO_MB_PUSHMESSAGES_CREATOR
ROLE_ADMIN_STUDIO_MC_READ
ROLE_ADMIN_STUDIO_MC_SEND
ROLE_ADMIN_STUDIO_MIS
ROLE_ADMIN_STUDIO_QNR_MNG
ROLE_ADMIN_STUDIO_QNR_RPT
ROLE_ADMIN_STUDIO_RECOVERY_IVR
ROLE_ADMIN_STUDIO_REG_BLCK
ROLE_ADMIN_STUDIO_SHORTENURL_CREATOR
ROLE_CONTACT_CENTER_SOCIAL
ROLE_PRINT_CA_BAB_BRANCHES
