GroupName
ABIC CAR AMOP Asset Mgmt Operations
ABIC CAR CMPL Compliance
ABIC_AML_ADMIN
ABIC_AML_Branch
ABIC_AML_Compliance1
ABIC_AML_Compliance2
ABIC_AMS_ADMIN
ABIC_AMS_COMPLIANCE
ABIC_AMS_FO_APPROVER
ABIC_AMS_FO_MAKER
ABIC_AMS_FO_REPORTS
ABIC_AMS_FO_SUP
ABIC_AMS_OPS_APPROVER
ABIC_AMS_OPS_MAKER
ABIC_AMS_OPS_SUP
ABIC_AMS_RISK
ABIC_CAR_APSUPP
ABIC_CAR_INTAUD
ABIC_CAR_REVIEWER
ABIC_CAR_SECURITY
ABIC_CRM_BD_APR
ABIC_CRM_BD_CKR
ABIC_CRM_BD_MKR
ABIC_CRM_CCARE_APR
ABIC_CRM_CCARE_CKR
ABIC_CRM_CCARE_MKR
ABIC_CRM_COMPL_APR
ABIC_CRM_COMPL_CKR
ABIC_CRM_COMPL_MKR
ABIC_CRM_COO_APR
ABIC_CRM_OPT_APR
ABIC_CRM_OPT_CKR
ABIC_CRM_OPT_MKR
ABIC_CRM_RISK_APR
ABIC_CRM_RISK_CKR
ABIC_CRM_RISK_MKR
ABIC_ICP_BACKOFCK
ABIC_ICP_BACKOFMK
ABIC_ICP_ITADMCK
ABIC_ICP_ITADMMK
ABIC_ICP_OPSCK
ABIC_ICP_OPSMK
ABIC_IMS_ALL
ABIC_IMS_BO
ABIC_IMS_FO
ABIC_IPO_FLADM
ABIC_IPO_FLMGR
ABIC_IPO_FLSEC
ABIC_MUB_ATONLY
ABIC_MUB_DEALCOMREP
ABIC_MUB_DEALERS
ABIC_MUB_DEALREP
ABIC_MUB_DTAPPRL
ABIC_MUB_DTETRAD
ABIC_MUB_DTOBS
ABIC_MUB_DTVAO
ABIC_MUB_EDCUST
ABIC_MUB_Finance
ABIC_MUB_FUNDPMAC
ABIC_MUB_IT
ABIC_MUB_KYCBO
ABIC_MUB_OLAOBO
ABIC_MUB_OLAOBOL2
ABIC_MUB_Operations
ABIC_MUB_OPEREMP
ABIC_MUB_OPERMGR
ABIC_MUB_RISK
BAB AVD ABIC
