bab-dev-aro-01-zm4qv-worker-swec-08-9xmrp	1	2	bab-azure-devops-agents	ado-agent-cortex-dev-n5r29-7mzn5
bab-dev-aro-01-zm4qv-worker-swec-08-9xmrp	0.5	1	bab-azure-devops-agents	azure-devops-agent-baas-5dfd688444-bg5lq
bab-dev-aro-01-zm4qv-worker-swec-06-qvjx6	0.5	1	bab-azure-devops-agents	azure-devops-agent-baas-5dfd688444-k4c4f
bab-dev-aro-01-zm4qv-worker-swec-01-h4skf	0.5	1	bab-azure-devops-agents	azure-devops-agent-bib-77cc75bfc6-hskl8
bab-dev-aro-01-zm4qv-worker-swec-02-65kw7	0.5	1	bab-azure-devops-agents	azure-devops-agent-bib-liquibase-84db6f87f8-28n4x
bab-dev-aro-01-zm4qv-worker-swec-05-rwr4r	0.5	1	bab-azure-devops-agents	azure-devops-agent-dev-sql-5b688d5d8d-szxvf
bab-dev-aro-01-zm4qv-worker-swec-01-h4skf	0.5	1	bab-azure-devops-agents	azure-devops-agent-ibm-55cd7bd5b7-66dfc
bab-dev-aro-01-zm4qv-worker-swec-01-h4skf	0.5	1	bab-azure-devops-agents	azure-devops-agent-ibm-55cd7bd5b7-xwm6b
bab-dev-aro-01-zm4qv-worker-swec-06-qvjx6	0.5	1	bab-azure-devops-agents	azure-devops-agent-java-microservices-78b69b7947-vlp8k
bab-dev-aro-01-zm4qv-worker-swec-04-25fmv	0.5	1	bab-azure-devops-agents	azure-devops-agent-tosca-788c948794-89c9q
bab-dev-aro-01-zm4qv-worker-swec-08-9xmrp	0.5	1	bab-azure-devops-agents	azure-devops-agent-tosca-788c948794-kvcd8
bab-dev-aro-01-zm4qv-worker-swec-08-9xmrp	0.5	1	bab-azure-devops-agents	azure-devops-agent-tosca-pwsh-57b6d79d4d-g4zb2
bab-dev-aro-01-zm4qv-worker-swec-01-h4skf	0.5	1	bab-azure-devops-agents	azure-devops-agents-nonprod-enjaz-website-77bbc5df7d-2p9vn
bab-dev-aro-01-zm4qv-worker-swec-04-25fmv	0.5	1	bab-azure-devops-agents	azure-devops-agents-srvnow-78cd847bb8-4292h
bab-dev-aro-01-zm4qv-worker-swec-04-25fmv	0.5	1	bab-azure-devops-agents	azure-devops-agents-trivy-5d9d6877d4-d9rjl
bab-dev-aro-01-zm4qv-worker-swec-01-h4skf	0.25	1	bab-dev-baasplatform-apps-01	baas-sdk-manager-api-runtime-79dd6f55fd-2mjsh
bab-dev-aro-01-zm4qv-worker-swec-01-h4skf	0.25	1	bab-dev-baasplatform-apps-01	baas-turmeric-b2b-runtime-8646d9fdff-mhvjj
bab-dev-aro-01-zm4qv-worker-swec-05-rwr4r	0.25	1	bab-dev-baasplatform-apps-01	baas-turmeric-ob-runtime-7dccd5ddf-q5jzh
bab-dev-aro-01-zm4qv-worker-swec-06-qvjx6	0.25	1	bab-dev-baasplatform-apps-01	baas-turmeric-opb-runtime-5fb685d4f-p2rt6
bab-dev-aro-01-zm4qv-worker-swec-04-25fmv	0.2	0.244140625	bab-dev-baasplatform-apps-01	igcb-arx22-al-5746c8ddc-chj6w
bab-dev-aro-01-zm4qv-worker-swec-01-h4skf	0.2	0.244140625	bab-dev-baasplatform-apps-01	igcb-arx22-launcher-678c574c4-gjv9r
bab-dev-aro-01-zm4qv-worker-swec-01-h4skf	0.25	0.244140625	bab-dev-baasplatform-apps-01	igcb-arx22-sso-6f75958d9b-w6hj9
bab-dev-aro-01-zm4qv-worker-swec-06-qvjx6	0.2	0.244140625	bab-dev-baasplatform-apps-01	igcb-arx22-web-6c6b6bd55c-2jrcj
bab-dev-aro-01-zm4qv-worker-swec-02-65kw7	0.25	0.9765625	bab-dev-baasplatform-apps-01	igcb-itur-api-analytics-7f8bb5d967-xbtx9
bab-dev-aro-01-zm4qv-worker-swec-05-rwr4r	0.25	0.9765625	bab-dev-baasplatform-apps-01	igcb-itur-api-billing-7f678c7b7c-8nbjz
bab-dev-aro-01-zm4qv-worker-swec-08-9xmrp	0.25	0.9765625	bab-dev-baasplatform-apps-01	igcb-itur-api-mpp-5bc9b96487-n5rzn
bab-dev-aro-01-zm4qv-worker-swec-08-9xmrp	0.25	0.9765625	bab-dev-baasplatform-apps-01	igcb-itur-api-pulse-65f7b9c797-fd5fw
bab-dev-aro-01-zm4qv-worker-swec-02-65kw7	0.25	0.9765625	bab-dev-baasplatform-apps-01	igcb-itur-api-sb-analytics-f9944bcdf-4pk29
bab-dev-aro-01-zm4qv-worker-swec-04-25fmv	0.25	0.9765625	bab-dev-baasplatform-apps-01	igcb-itur-api-sb-billing-648d467497-jfdm6
bab-dev-aro-01-zm4qv-worker-swec-08-9xmrp	0.25	0.9765625	bab-dev-baasplatform-apps-01	igcb-itur-api-studio-5b5dc69bf-mc7ff
bab-dev-aro-01-zm4qv-worker-swec-02-65kw7	0.25	1.5	bab-dev-baasplatform-apps-01	igcb-itur-runtime-54d658cc-hrv8d
bab-dev-aro-01-zm4qv-worker-swec-08-9xmrp	0.2	0.244140625	bab-dev-baasplatform-apps-01	igcb-itur-ui-mpp-648cf775cc-nr47v
bab-dev-aro-01-zm4qv-worker-swec-02-65kw7	0.2	0.244140625	bab-dev-baasplatform-apps-01	igcb-itur-ui-pulse-95b9b7f98-bmgqt
bab-dev-aro-01-zm4qv-worker-swec-01-h4skf	0.2	0.244140625	bab-dev-baasplatform-apps-01	igcb-itur-ui-sdk-ui-69d7cc585b-d7jjr
bab-dev-aro-01-zm4qv-worker-swec-05-rwr4r	0.2	0.244140625	bab-dev-baasplatform-apps-01	igcb-itur-ui-sdk-ui-manager-748975bbf6-kqjpl
bab-dev-aro-01-zm4qv-worker-swec-08-9xmrp	0.25	0.244140625	bab-dev-baasplatform-apps-01	igcb-itur-ui-studio-5bb85c6479-4c9kv
bab-dev-aro-01-zm4qv-worker-swec-01-h4skf	0.25	1	bab-dev-baasplatform-apps-01	igcb-sdk-runtime-7fc6bf5464-72nmj
bab-dev-aro-01-zm4qv-worker-swec-01-h4skf	0.25	1	bab-dev-baasplatform-apps-01	igcb-sdk-runtime-api-sb-778898bb87-drjxh
bab-dev-aro-01-zm4qv-worker-swec-07-48zfr	0.25	1	bab-dev-baasplatform-apps-01	igcb-sdk-runtime-onsite-prod-8544f6dfc-n4mz8
bab-dev-aro-01-zm4qv-worker-swec-01-h4skf	0.25	1	bab-dev-baasplatform-apps-01	igcb-sdk-runtime-sb-65c8987895-ghszq
bab-dev-aro-01-zm4qv-worker-swec-01-h4skf	0.05	0.125	bab-dev-cp4i	apic-dev-a7s-director-55fd4f8f78-j6x8r
bab-dev-aro-01-zm4qv-worker-swec-02-65kw7	0.175	7	bab-dev-cp4i	apic-dev-a7s-ingestion-0
bab-dev-aro-01-zm4qv-worker-swec-05-rwr4r	0.1	0.125	bab-dev-cp4i	apic-dev-a7s-mtls-gw-65f7b8ddf7-qbz6r
bab-dev-aro-01-zm4qv-worker-swec-02-65kw7	0.225	6	bab-dev-cp4i	apic-dev-a7s-storage-0
bab-dev-aro-01-zm4qv-worker-swec-08-9xmrp	1	8	bab-dev-cp4i	apic-dev-gw-0
bab-dev-aro-01-zm4qv-worker-swec-05-rwr4r	0.04	0.125	bab-dev-cp4i	apic-dev-mgmt-analytics-proxy-7c88954b6c-jmsz6
bab-dev-aro-01-zm4qv-worker-swec-02-65kw7	0.05	0.25	bab-dev-cp4i	apic-dev-mgmt-analytics-push-29769555-9rdkk
bab-dev-aro-01-zm4qv-worker-swec-04-25fmv	0.02	0.0625	bab-dev-cp4i	apic-dev-mgmt-analytics-ui-54786d94d-h57mh
bab-dev-aro-01-zm4qv-worker-swec-04-25fmv	0.2	0.125	bab-dev-cp4i	apic-dev-mgmt-apim-ff9b7f957-fpmzs
bab-dev-aro-01-zm4qv-worker-swec-05-rwr4r	0.02	0.0078125	bab-dev-cp4i	apic-dev-mgmt-client-downloads-server-574994c7fd-2x6vm
bab-dev-aro-01-zm4qv-worker-swec-05-rwr4r	0.02	0.0625	bab-dev-cp4i	apic-dev-mgmt-consumer-catalog-5446b76557-6pnqh
bab-dev-aro-01-zm4qv-worker-swec-01-h4skf	0.03	0.1875	bab-dev-cp4i	apic-dev-mgmt-juhu-77c886756c-lp9fh
bab-dev-aro-01-zm4qv-worker-swec-05-rwr4r	0.02	0.0625	bab-dev-cp4i	apic-dev-mgmt-ldap-5c5d9d8c7d-4dds9
bab-dev-aro-01-zm4qv-worker-swec-06-qvjx6	0.02	0.125	bab-dev-cp4i	apic-dev-mgmt-lur-84996fbd7f-tds7z
bab-dev-aro-01-zm4qv-worker-swec-06-qvjx6	0.04	0.015625	bab-dev-cp4i	apic-dev-mgmt-natscluster-0
bab-dev-aro-01-zm4qv-worker-swec-05-rwr4r	0.008	0.125	bab-dev-cp4i	apic-dev-mgmt-portal-proxy-674bc94cf9-6fws8
bab-dev-aro-01-zm4qv-worker-swec-06-qvjx6	0.08	0.046875	bab-dev-cp4i	apic-dev-mgmt-s3proxy-0
bab-dev-aro-01-zm4qv-worker-swec-02-65kw7	0.12	0.5	bab-dev-cp4i	apic-dev-mgmt-taskmanager-6cfc6c56d8-lclrv
