vmName,resourceGroup,subscription,recoveryResourceGroupId,recoveryContainerId,recoveryAzureNetworkId,recoverySubnetName
DASLMDBSQLLV01,dev-slm-rg-01,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-slm-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-dev-nw-swec-vnet-nonpci-01,snet-dev-nonpci-db-02
DAT24APNTDWV1,dev-t24-rg-01,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-t24-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-dev-nw-swec-vnet-nonpci-01,snet-dev-nonpci-app-01
DAT24DBSQDWV1,dev-t24-rg-01,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-t24-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-dev-nw-swec-vnet-nonpci-01,snet-dev-nonpci-db-02
DATFSAPAIDWV1,dev-trade-rg01,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-tfs-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-dev-nw-swec-vnet-nonpci-01,snet-dev-nonpci-app-02
DATFSAPOCDWV1,dev-trade-rg01,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-tfs-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-dev-nw-swec-vnet-nonpci-01,snet-dev-nonpci-app-02
DTAZRTFSApWV01,dev-trade-rg01,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-tfs-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-dev-nw-swec-vnet-nonpci-01,snet-dev-nonpci-app-02
DTAZRTFSAPWV02,dev-trade-rg01,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-tfs-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-dev-nw-swec-vnet-nonpci-01,snet-dev-nonpci-app-02
DTAZRTFSAPWV03,dev-trade-rg01,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-tfs-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-dev-nw-swec-vnet-nonpci-01,snet-dev-nonpci-app-02
DTAZRTFSDBWV1,dev-trade-rg01,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-tfs-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-dev-nw-swec-vnet-nonpci-01,snet-dev-nonpci-db-03
DTAZRTFSMWWV01,dev-trade-rg01,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-tfs-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-dev-nw-swec-vnet-nonpci-01,snet-dev-nonpci-db-03
DTAZRTFSMWWV02,dev-trade-rg01,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-tfs-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-dev-nw-swec-vnet-nonpci-01,snet-dev-nonpci-app-02
DTAZRTFSMWWV03,dev-trade-rg01,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-tfs-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-dev-nw-swec-vnet-nonpci-01,snet-dev-nonpci-app-02
DTAZRSAMAPLV01,poc-samacbdc-rg-01,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-samacbdc-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-dev-nw-swec-vnet-nonpci-01,snet-dev-nonpci-app-02
DTAZRSAMDBLV01,poc-samacbdc-rg-01,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-samacbdc-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-dev-nw-swec-vnet-nonpci-01,snet-dev-nonpci-app-02
DTAZRSAMDPLV01,poc-samacbdc-rg-01,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-samacbdc-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/43cc4f11-ffb1-4a0d-8420-0ba3746b4248/resourceGroups/bab-dev-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-dev-nw-swec-vnet-nonpci-01,snet-dev-nonpci-db-03
DA4LEAPWBSWV1,sit-4legal-rg-01,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-a4l-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-sit-nw-swec-vnet-nonpci-01,snet-sit-nonpci-app-01
DA4LEDBSQSWV1,sit-4legal-rg-01,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-a4l-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-sit-nw-swec-vnet-nonpci-01,snet-sit-nonpci-db-01
DAMODDBSQWV1,sit-modcred-rg-1,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-moc-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-sit-nw-swec-vnet-nonpci-01,snet-sit-nonpci-db-01
DAMODWBSWV1,sit-modcred-rg-1,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-moc-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-sit-nw-swec-vnet-nonpci-01,snet-sit-nonpci-web-01
DAMODAPSWV1,sit-moderm-rg-1,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-mde-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-sit-nw-swec-vnet-nonpci-01,snet-sit-nonpci-app-01
DAMODAPTSSWV1,sit-moderm-rg-1,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-mde-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-sit-nw-swec-vnet-nonpci-01,snet-sit-nonpci-app-01
DAMODDBOCSWV1,sit-moderm-rg-1,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-mde-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-sit-nw-swec-vnet-nonpci-01,snet-sit-nonpci-db-01
DAPPIAPSWV1,sit-powerpi-rg-01,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-pbi-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-sit-nw-swec-vnet-nonpci-01,snet-sit-nonpci-app-01
DAPPIDBSWV1,sit-powerpi-rg-01,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-pbi-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-sit-nw-swec-vnet-nonpci-01,snet-sit-nonpci-db-01
DARECAPSWV1,sit-recon-rg-01,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-rcn-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-sit-nw-swec-vnet-nonpci-01,snet-sit-nonpci-app-01
DAT24APNTSWV1,sit-t24-rg-01,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-t24-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-sit-nw-swec-vnet-nonpci-01,snet-sit-nonpci-app-01
DAT24APNTSWV2,sit-t24-rg-01,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-t24-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-sit-nw-swec-vnet-nonpci-01,snet-sit-nonpci-app-01
DAT24APNTSWV3,sit-t24-rg-01,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-t24-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-sit-nw-swec-vnet-nonpci-01,snet-sit-nonpci-app-01
DAT24APNTSWV4,sit-t24-rg-01,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-t24-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-sit-nw-swec-vnet-nonpci-01,snet-sit-nonpci-app-01
DAT24DBSQSWV2,sit-t24-rg-01,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-t24-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-sit-nw-swec-vnet-nonpci-01,snet-sit-nonpci-db-01
DAVNVAPSWV1,sit-vnv-rg-01,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-vnv-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-sit-nw-swec-vnet-nonpci-01,snet-sit-nonpci-dbmi-01
DAVNVDBSQSWV1,sit-vnv-rg-01,2a908090-d056-438c-bcf3-00ce359a72b5,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-vnv-swec-rg-01,/Subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/BAB-Core-Migration-01/providers/Microsoft.RecoveryServices/vaults/bab-core-migrt-rsv-swec-01/replicationFabrics/asr-a2a-default-swedencentral/replicationProtectionContainers/asr-a2a-default-swedencentral-container,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-nw-swec-rg-01/providers/Microsoft.Network/virtualNetworks/bab-sit-nw-swec-vnet-nonpci-01,snet-sit-nonpci-db-01
