Namespace,Pod_Name,Phase,Node,Effective_CPU_Request_Cores,Effective_Memory_Request_GiB,Container_Count,InitContainer_Count,Controller
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-ndws7","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-ngfbk","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-nk42w","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-nndzd","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-np88d","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-npxtv","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-nxlkg","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-nzhnq","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-p5gc7","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-p5wkw","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-pbwld","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-pf6nw","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-pffrr","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-pfkl4","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-ph7qg","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-pj8t4","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-pkb87","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-pm445","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-pq2g7","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-prh6t","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-pvlqf","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-q7cxd","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-q8psg","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-qdlfl","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-qm4fd","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-qmhhj","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-qt879","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-qtk48","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-qtxbt","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-qzw42","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-r29wt","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-r2gfl","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-r7jc6","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-r7zs6","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-r8sm7","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-r967f","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-rbwxs","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-rchcm","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-rj8fk","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-rjqx5","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-rk9bq","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-rk9pv","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-rlfwg","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-rpddf","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-rppbx","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-rqgdz","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-rrbkg","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-rthjl","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-rz75r","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-s55wj","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-s6bm9","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-s6vfx","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-s9p9z","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-sbb2d","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-sfb8z","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-sff9v","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-sfs4g","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-srh6d","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-srpgs","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-stx7g","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-svsdk","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-swvt9","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-sz9b9","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-szhsn","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-t2sr8","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-t2zcx","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-tg2dw","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-tkhxc","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-tp76c","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-tptn4","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-tqnt2","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-tz6df","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-v4gqq","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-v4hg9","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-vb6hj","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-vfr8w","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-vg9bj","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-vlmrx","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-vmq98","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-vp8f7","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-vqbg2","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-vzsbm","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-w2k7f","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-w5nql","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-w6d9k","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-w6m84","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-wbck5","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-wd5mj","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-wf8nr","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-wfxj2","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-wlq7n","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-ww2cj","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-x5g68","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-x6c8p","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-x7m2l","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-x9g7t","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-xf4jx","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-xqrxg","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-xtxlr","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-xwnjh","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-xx56p","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-z4b46","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-z4fsj","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-z5x7f","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-z6pzh","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-z6s2s","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-z6vdk","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-z6ws7","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-z8k5b","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
"bab-dev-dgpdpl-bigid-privacy-01","pp-bigidme-authentication-manager-85b68d848f-zbnpq","Failed","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","1","1.46","1","0","ReplicaSet/pp-bigidme-authentication-manager-85b68d848f"
