Namespace,Pod,CPU_Usage,Memory_Usage
babamldev,sas-job-flow-scheduling-84677c4c4-mmvh7,0m,43Mi
babamldev,sas-landing-app-9f6ccbfcf-kpvf8,0m,43Mi
babamldev,sas-launcher-7bdd7b6597-ghwvt,0m,613Mi
babamldev,sas-lineage-app-7cd94fbd77-9jrdn,0m,46Mi
babamldev,sas-list-data-84848cff8f-kph22,0m,45Mi
babamldev,sas-localization-6c777fdd5-7h7vk,1m,109Mi
babamldev,sas-logon-app-cbb88895b-r7s4n,3m,1392Mi
babamldev,sas-microanalytic-score-59547bd465-hk9mm,1m,976Mi
babamldev,sas-ml-pipeline-automation-86bc8c89c5-8qbsf,1m,47Mi
babamldev,sas-mobile-investigator-app-98bbd65f6-k2hqx,1m,490Mi
babamldev,sas-model-management-66dd488679-6tb89,1m,51Mi
babamldev,sas-model-manager-app-5fcbc7546d-dwkzm,0m,40Mi
babamldev,sas-model-publish-74c688595f-bzs4w,1m,50Mi
babamldev,sas-model-repository-7d78bbf44c-68g6x,1m,44Mi
babamldev,sas-model-studio-app-8f46f5d45-jscrs,0m,36Mi
babamldev,sas-natural-language-generation-9895f8d79-68rft,0m,480Mi
babamldev,sas-office-addin-app-64c5879b54-ztwwt,0m,37Mi
babamldev,sas-opendistro-operator-8c887bb85-tqxmt,2m,77Mi
babamldev,sas-preferences-7458b74669-psbzm,1m,60Mi
babamldev,sas-prepull-865b94ffdc-sgdhs,0m,26Mi
babamldev,sas-rabbitmq-server-0,258m,1512Mi
babamldev,sas-rabbitmq-server-1,379m,1003Mi
babamldev,sas-rabbitmq-server-2,396m,1089Mi
babamldev,sas-readiness-69d8544fb8-d4h5v,2m,52Mi
babamldev,sas-redis-operator-787c8f657f-nv8th,4m,20Mi
babamldev,sas-redis-server-0,5m,14Mi
babamldev,sas-redis-server-1,4m,14Mi
babamldev,sas-report-alerts-58dd6df58-mxrjq,0m,41Mi
babamldev,sas-report-distribution-77fc8b746d-gs7fb,1m,41Mi
babamldev,sas-report-execution-6977db85f9-jlnq5,1m,1380Mi
babamldev,sas-report-renderers-78479fc86f-9sj98,0m,79Mi
babamldev,sas-report-services-group-699698479d-qnwzg,2m,701Mi
babamldev,sas-scheduler-5954cf8dd4-v4pcp,0m,536Mi
babamldev,sas-score-definitions-549bff899f-pwksx,1m,42Mi
babamldev,sas-score-execution-5d7c479d4-5mrq6,1m,51Mi
babamldev,sas-search-6b996c7b5d-vgm2q,1m,48Mi
babamldev,sas-studio-58486ddb86-tbt4f,0m,70Mi
babamldev,sas-studio-app-8556b4c685-pptdk,0m,522Mi
babamldev,sas-studio-development-7df76bc6bb-h7nmg,1m,41Mi
babamldev,sas-subject-contacts-556ff8586-mx2bk,0m,477Mi
babamldev,sas-svi-alert-55cf85bf89-nqfzv,1m,2350Mi
babamldev,sas-svi-data-export-57bbfd69b8-vk96k,1m,478Mi
babamldev,sas-svi-datahub-646c4bd57-sxkdx,1m,1314Mi
babamldev,sas-svi-feature-66c9db89b-5p2lv,0m,527Mi
babamldev,sas-svi-indexer-588b8b754f-9ndnb,1m,710Mi
babamldev,sas-svi-sand-547bbdb9c9-cl2cg,0m,793Mi
babamldev,sas-svi-scorecard-98b56768-tzr2s,0m,528Mi
babamldev,sas-svi-transport-75d96d7d9c-p5kld,1m,778Mi
babamldev,sas-svi-vsd-service-5bb9f5b4c9-wq2rb,1m,1390Mi
babamldev,sas-text-analytics-data-659f4c7c74-4cnkz,0m,43Mi
babamldev,sas-text-analytics-taxonomies-58f57c4bc7-rskjm,1m,43Mi
babamldev,sas-theme-designer-app-c6ffb69c5-spd2x,0m,40Mi
babamldev,sas-transfer-5f4c887f84-nvsxh,0m,1174Mi
babamldev,sas-transformations-5cb966db9-556jk,1m,430Mi
babamldev,sas-treatment-definitions-7b6dcfd4f8-dtq66,0m,527Mi
babamldev,sas-visual-analytics-app-658498fcd5-89wbd,0m,69Mi
babamldev,sas-visual-analytics-c8b4b457f-c5bd6,9m,355Mi
babamldev,sas-visual-investigator-app-795877c899-8g8dg,0m,1237Mi
babamldev,sas-web-assets-f89f98c69-qdpp7,1m,62Mi
babamldev,sas-web-renderer-7c85dc67c-7sh57,2m,67Mi
babamldev,sas-webhooks-5b749cb45d-vsfpj,0m,38Mi
babamldev,sas-workflow-engine-756778cbb4-dx46n,0m,550Mi
babamldev,sas-workflow-history-7486f485bb-b6hg7,0m,479Mi
babamldev,sas-workflow-manager-app-848d76b5d8-7wbzh,0m,37Mi
cert-manager,cert-manager-5849fdf644-2ctxv,0m,18Mi
cert-manager,cert-manager-cainjector-5b5d78866b-5tcwn,0m,292Mi
cert-manager,cert-manager-webhook-596db5fb9c-j7srs,0m,20Mi
cert-manager-operator,cert-manager-operator-controller-manager-6445ff8959-5jq62,17m,69Mi
cs-control,ibm-common-service-webhook-cc44fdb7-9t9d2,0m,0Mi
cs-control,secretshare-77587874d6-jnrgk,0m,21Mi
default,prometheus-operator-6dcc6644f-6r7sk,0m,23Mi
default,reloader-reloader-5755dff954-wjcs8,0m,9Mi
devops-gitops,openshift-gitops-application-controller-0,177m,2648Mi
devops-gitops,openshift-gitops-applicationset-controller-77856b774b-snk9f,1m,61Mi
devops-gitops,openshift-gitops-dex-server-dcb546f49-87xsj,0m,128Mi
devops-gitops,openshift-gitops-redis-5d8649784b-mr6x9,1m,9Mi
devops-gitops,openshift-gitops-repo-server-5846446c9-lzngx,0m,403Mi
devops-gitops,openshift-gitops-server-5df76f9796-xpk4w,2m,80Mi
ibm-common-services,secretshare-77587874d6-9rmvt,0m,18Mi
istio-dev,grafana-5db97f79d-shbfl,1m,109Mi
istio-dev,istio-egressgateway-647c85ffbb-2qn84,2m,66Mi
istio-dev,istio-ingressgateway-7cb678748c-p687t,2m,159Mi
istio-dev,istiod-basic-f598c767f-zg59c,2m,215Mi
istio-dev,prometheus-6cbb969755-9w278,23m,1306Mi
kube-system,sealed-secrets-controller-ffbdcc645-hkwkc,0m,127Mi
mhm-dev,cont-mhm-hello-6d9b9b5f64-2sfbl,0m,739Mi
mhm-dev,cont-mhm-hello-6d9b9b5f64-g9s8b,0m,540Mi
mhm-dev,cont-mhm-hello-6d9b9b5f64-mhmwx,0m,750Mi
open-cluster-management-agent,klusterlet-74588f4589-kr5mm,1m,61Mi
open-cluster-management-agent,klusterlet-agent-c6d8bb444-hkgr7,1m,36Mi
open-cluster-management-agent,klusterlet-agent-c6d8bb444-hkngd,1m,33Mi
open-cluster-management-agent,klusterlet-agent-c6d8bb444-v8z68,5m,85Mi
open-cluster-management-agent-addon,application-manager-577fc8b84b-d9ffl,2m,163Mi
open-cluster-management-agent-addon,cert-policy-controller-96fb7858c-prl7j,0m,27Mi
open-cluster-management-agent-addon,cluster-proxy-proxy-agent-85b6875c5-vwmwx,0m,49Mi
open-cluster-management-agent-addon,config-policy-controller-7f947c9757-jcwp8,0m,29Mi
open-cluster-management-agent-addon,governance-policy-framework-646b45f88b-7dwj4,1m,34Mi
open-cluster-management-agent-addon,klusterlet-addon-search-5b58448dc9-b47sp,4864m,798Mi
open-cluster-management-agent-addon,klusterlet-addon-workmgr-76f4cd9c88-rfm54,5m,47Mi
open-cluster-management-agent-addon,managed-serviceaccount-addon-agent-74799ff54c-4745m,0m,31Mi
openshift-apiserver,apiserver-844f546c66-6fdjl,607m,1101Mi
openshift-apiserver,apiserver-844f546c66-8lw42,578m,1104Mi
openshift-apiserver,apiserver-844f546c66-l4c6d,782m,1100Mi
openshift-apiserver-operator,openshift-apiserver-operator-74b9b7c7b9-wb94p,10m,391Mi
openshift-authentication,oauth-openshift-5c65bbd9cb-ljb9s,2m,54Mi
openshift-authentication,oauth-openshift-5c65bbd9cb-n2n5v,1m,47Mi
openshift-authentication,oauth-openshift-5c65bbd9cb-r9dnl,2m,55Mi
openshift-authentication-operator,authentication-operator-678c4f9b6f-4zb87,92m,171Mi
openshift-azure-guardrails,gatekeeper-audit-67b799dbdf-vdl4j,0m,177Mi
openshift-azure-guardrails,gatekeeper-controller-manager-f8b67987f-2dxtm,133m,294Mi
openshift-azure-guardrails,gatekeeper-controller-manager-f8b67987f-7lddh,316m,297Mi
openshift-azure-guardrails,gatekeeper-controller-manager-f8b67987f-wl6rn,129m,292Mi
openshift-azure-logging,otel-exporter-master-2nbjf,386m,62Mi
openshift-azure-logging,otel-exporter-master-c7l5v,376m,65Mi
openshift-azure-logging,otel-exporter-master-zn482,440m,83Mi
openshift-azure-logging,otel-exporter-worker-4wtwj,84m,31Mi
openshift-azure-logging,otel-exporter-worker-6nv7w,102m,28Mi
openshift-azure-logging,otel-exporter-worker-dvjpx,96m,27Mi
openshift-azure-logging,otel-exporter-worker-ffsk8,105m,31Mi
openshift-azure-logging,otel-exporter-worker-h7kmm,85m,28Mi
openshift-azure-logging,otel-exporter-worker-j728q,64m,28Mi
openshift-azure-logging,otel-exporter-worker-jp9b4,117m,28Mi
openshift-azure-logging,otel-exporter-worker-p5zxw,63m,34Mi
openshift-azure-logging,otel-exporter-worker-p6bmj,76m,35Mi
openshift-azure-logging,otel-exporter-worker-qjps4,42m,31Mi
openshift-azure-logging,otel-exporter-worker-r8nqd,59m,28Mi
openshift-azure-logging,otel-exporter-worker-tjcrl,71m,31Mi
openshift-azure-logging,otel-exporter-worker-xthtc,88m,28Mi
openshift-azure-operator,aro-operator-master-56685688bb-nmfn4,60m,539Mi
openshift-azure-operator,aro-operator-worker-6b95885cc4-bzx95,0m,40Mi
openshift-cloud-controller-manager,azure-cloud-controller-manager-6648576cc7-pw6rr,1m,57Mi
openshift-cloud-controller-manager,azure-cloud-controller-manager-6648576cc7-whflr,0m,29Mi
openshift-cloud-controller-manager,azure-cloud-node-manager-2fknb,0m,27Mi
openshift-cloud-controller-manager,azure-cloud-node-manager-6f6b5,0m,34Mi
openshift-cloud-controller-manager,azure-cloud-node-manager-6hrvw,0m,35Mi
openshift-cloud-controller-manager,azure-cloud-node-manager-8dd87,0m,28Mi
openshift-cloud-controller-manager,azure-cloud-node-manager-8p47r,0m,28Mi
openshift-cloud-controller-manager,azure-cloud-node-manager-9qvgt,0m,30Mi
openshift-cloud-controller-manager,azure-cloud-node-manager-ddr4r,0m,29Mi
openshift-cloud-controller-manager,azure-cloud-node-manager-dzj7q,0m,38Mi
openshift-cloud-controller-manager,azure-cloud-node-manager-kvzj8,0m,29Mi
openshift-cloud-controller-manager,azure-cloud-node-manager-r7qnr,0m,26Mi
openshift-cloud-controller-manager,azure-cloud-node-manager-tnbs7,0m,33Mi
openshift-cloud-controller-manager,azure-cloud-node-manager-vfbt8,0m,30Mi
openshift-cloud-controller-manager,azure-cloud-node-manager-vvkks,0m,36Mi
openshift-cloud-controller-manager,azure-cloud-node-manager-xpj5k,0m,30Mi
openshift-cloud-controller-manager,azure-cloud-node-manager-zrw9b,0m,33Mi
openshift-cloud-controller-manager,azure-cloud-node-manager-zzdrc,0m,29Mi
openshift-cloud-controller-manager-operator,cluster-cloud-controller-manager-operator-9f9bb55bf-xbvx5,4m,116Mi
openshift-cloud-credential-operator,cloud-credential-operator-6756b577bf-72kl4,2m,96Mi
openshift-cloud-network-config-controller,cloud-network-config-controller-78589cd4c4-wh6xw,0m,43Mi
openshift-cluster-csi-drivers,azure-disk-csi-driver-controller-559b6b7dcd-6q44j,17m,774Mi
openshift-cluster-csi-drivers,azure-disk-csi-driver-controller-559b6b7dcd-qvwxj,2m,346Mi
openshift-cluster-csi-drivers,azure-disk-csi-driver-node-28pmr,2m,223Mi
openshift-cluster-csi-drivers,azure-disk-csi-driver-node-4tlj7,0m,81Mi
openshift-cluster-csi-drivers,azure-disk-csi-driver-node-5tbwm,0m,73Mi
openshift-cluster-csi-drivers,azure-disk-csi-driver-node-9h5zz,0m,78Mi
openshift-cluster-csi-drivers,azure-disk-csi-driver-node-b456c,0m,80Mi
openshift-cluster-csi-drivers,azure-disk-csi-driver-node-b7z9q,0m,80Mi
openshift-cluster-csi-drivers,azure-disk-csi-driver-node-d59x5,0m,85Mi
openshift-cluster-csi-drivers,azure-disk-csi-driver-node-gp9zb,0m,72Mi
openshift-cluster-csi-drivers,azure-disk-csi-driver-node-kj78k,0m,74Mi
openshift-cluster-csi-drivers,azure-disk-csi-driver-node-m5tk9,0m,68Mi
openshift-cluster-csi-drivers,azure-disk-csi-driver-node-qsfgt,0m,77Mi
openshift-cluster-csi-drivers,azure-disk-csi-driver-node-swjjl,0m,82Mi
openshift-cluster-csi-drivers,azure-disk-csi-driver-node-t8f5z,0m,83Mi
openshift-cluster-csi-drivers,azure-disk-csi-driver-node-ts7bt,0m,83Mi
openshift-cluster-csi-drivers,azure-disk-csi-driver-node-vq4sr,0m,79Mi
openshift-cluster-csi-drivers,azure-disk-csi-driver-node-z5rs8,0m,71Mi
openshift-cluster-csi-drivers,azure-disk-csi-driver-operator-76d99d8ffc-4mfkc,7m,92Mi
openshift-cluster-csi-drivers,azure-file-csi-driver-controller-778645b784-jb46b,0m,266Mi
openshift-cluster-csi-drivers,azure-file-csi-driver-controller-778645b784-vhzf9,0m,283Mi
openshift-cluster-csi-drivers,azure-file-csi-driver-node-22jzl,0m,95Mi
openshift-cluster-csi-drivers,azure-file-csi-driver-node-2xphf,0m,84Mi
openshift-cluster-csi-drivers,azure-file-csi-driver-node-7c5gq,0m,83Mi
openshift-cluster-csi-drivers,azure-file-csi-driver-node-9dqmc,0m,83Mi
openshift-cluster-csi-drivers,azure-file-csi-driver-node-kwsnn,0m,76Mi
openshift-cluster-csi-drivers,azure-file-csi-driver-node-mc7kd,0m,80Mi
openshift-cluster-csi-drivers,azure-file-csi-driver-node-mdkh7,0m,85Mi
openshift-cluster-csi-drivers,azure-file-csi-driver-node-mtq2g,0m,82Mi
openshift-cluster-csi-drivers,azure-file-csi-driver-node-mzt4g,0m,88Mi
openshift-cluster-csi-drivers,azure-file-csi-driver-node-ngw7v,4m,204Mi
openshift-cluster-csi-drivers,azure-file-csi-driver-node-nvt9p,0m,71Mi
openshift-cluster-csi-drivers,azure-file-csi-driver-node-pvsbv,0m,85Mi
openshift-cluster-csi-drivers,azure-file-csi-driver-node-rv2df,0m,95Mi
openshift-cluster-csi-drivers,azure-file-csi-driver-node-vqk2c,0m,72Mi
openshift-cluster-csi-drivers,azure-file-csi-driver-node-vtj7x,0m,69Mi
openshift-cluster-csi-drivers,azure-file-csi-driver-node-x2hgs,0m,83Mi
openshift-cluster-csi-drivers,azure-file-csi-driver-operator-968b99dfd-5m5k5,8m,89Mi
openshift-cluster-csi-drivers,csi-nfs-controller-9b7c67967-db974,2m,94Mi
openshift-cluster-csi-drivers,csi-nfs-node-2gz44,0m,44Mi
openshift-cluster-csi-drivers,csi-nfs-node-8kx8l,0m,48Mi
openshift-cluster-csi-drivers,csi-nfs-node-9t26j,0m,79Mi
openshift-cluster-csi-drivers,csi-nfs-node-b4n6z,0m,42Mi
openshift-cluster-csi-drivers,csi-nfs-node-dvcbd,0m,46Mi
openshift-cluster-csi-drivers,csi-nfs-node-fj9fs,0m,42Mi
openshift-cluster-csi-drivers,csi-nfs-node-gd9lk,0m,38Mi
openshift-cluster-csi-drivers,csi-nfs-node-jbwn5,0m,57Mi
openshift-cluster-csi-drivers,csi-nfs-node-mxvrr,0m,45Mi
openshift-cluster-csi-drivers,csi-nfs-node-snwj8,0m,52Mi
openshift-cluster-csi-drivers,csi-nfs-node-vj6ld,0m,41Mi
openshift-cluster-csi-drivers,csi-nfs-node-whc6v,0m,53Mi
openshift-cluster-csi-drivers,csi-nfs-node-zprch,0m,44Mi
openshift-cluster-machine-approver,machine-approver-75fbcd7957-bwnhb,0m,164Mi
openshift-cluster-node-tuning-operator,cluster-node-tuning-operator-55b84c985-n29ps,6m,266Mi
openshift-cluster-node-tuning-operator,tuned-4bm7l,0m,52Mi
openshift-cluster-node-tuning-operator,tuned-6dbkg,0m,45Mi
openshift-cluster-node-tuning-operator,tuned-6fm28,0m,43Mi
openshift-cluster-node-tuning-operator,tuned-75ckd,0m,51Mi
openshift-cluster-node-tuning-operator,tuned-bnthq,0m,49Mi
openshift-cluster-node-tuning-operator,tuned-fcz5z,0m,41Mi
openshift-cluster-node-tuning-operator,tuned-fw7fw,0m,52Mi
openshift-cluster-node-tuning-operator,tuned-fzmq8,0m,43Mi
openshift-cluster-node-tuning-operator,tuned-hppkq,0m,51Mi
openshift-cluster-node-tuning-operator,tuned-k84jk,0m,47Mi
openshift-cluster-node-tuning-operator,tuned-n25l5,0m,46Mi
openshift-cluster-node-tuning-operator,tuned-ngzmh,0m,46Mi
openshift-cluster-node-tuning-operator,tuned-sszww,0m,45Mi
openshift-cluster-node-tuning-operator,tuned-ws5mc,0m,45Mi
openshift-cluster-node-tuning-operator,tuned-z5wmz,0m,46Mi
openshift-cluster-node-tuning-operator,tuned-zlwqb,0m,45Mi
openshift-cluster-observability-operator,distributed-tracing-698b7fbdd7-7g6zh,0m,21Mi
openshift-cluster-observability-operator,logging-7f8f7cd59d-d72ct,0m,12Mi
openshift-cluster-observability-operator,obo-prometheus-operator-5488cd68d5-hgns4,0m,84Mi
openshift-cluster-observability-operator,obo-prometheus-operator-admission-webhook-855fdf4479-c5ddz,0m,15Mi
openshift-cluster-observability-operator,obo-prometheus-operator-admission-webhook-855fdf4479-fpb79,0m,15Mi
openshift-cluster-observability-operator,observability-operator-cb5554d4-2bcwr,4m,91Mi
openshift-cluster-samples-operator,cluster-samples-operator-6df7695dd6-xj4jg,8m,80Mi
openshift-cluster-storage-operator,cluster-storage-operator-d8646c65f-vn4r8,11m,102Mi
openshift-cluster-storage-operator,csi-snapshot-controller-8644c86689-bqnlz,9m,36Mi
openshift-cluster-storage-operator,csi-snapshot-controller-8644c86689-rzm89,0m,20Mi
openshift-cluster-storage-operator,csi-snapshot-controller-operator-6f4b849748-nxb6x,6m,61Mi
openshift-cluster-storage-operator,csi-snapshot-webhook-7679fb4557-sgxdz,0m,27Mi
openshift-cluster-storage-operator,csi-snapshot-webhook-7679fb4557-sztbn,4m,27Mi
openshift-cluster-version,cluster-version-operator-dc58b9f79-w9sp5,2m,149Mi
openshift-config-operator,openshift-config-operator-6579b9775b-gms29,7m,68Mi
openshift-console,console-74fb4f847d-cqrjf,1m,53Mi
openshift-console,console-74fb4f847d-qfxq2,1m,61Mi
openshift-console,downloads-57fdb7d4dd-gmn42,0m,63Mi
openshift-console,downloads-57fdb7d4dd-mdkgc,0m,68Mi
openshift-console-operator,console-operator-779fd4f6bd-5x4vt,21m,139Mi
openshift-controller-manager,controller-manager-77b8b67c6b-f8jdn,0m,50Mi
openshift-controller-manager,controller-manager-77b8b67c6b-jthgb,0m,52Mi
openshift-controller-manager,controller-manager-77b8b67c6b-mk2hr,18m,700Mi
openshift-controller-manager-operator,openshift-controller-manager-operator-5fcf4bb64c-zvx5j,29m,87Mi
openshift-dns,dns-default-5srqs,6m,100Mi
openshift-dns,dns-default-6mtdj,2m,98Mi
openshift-dns,dns-default-8z98z,6m,84Mi
openshift-dns,dns-default-g24fd,2m,91Mi
openshift-dns,dns-default-mqzm6,2m,107Mi
openshift-dns,dns-default-mxcjl,3m,113Mi
openshift-dns,dns-default-n7wrp,1m,91Mi
openshift-dns,dns-default-pdnkb,2m,97Mi
openshift-dns,dns-default-q59qm,8m,82Mi
openshift-dns,dns-default-qxhcr,3m,97Mi
openshift-dns,dns-default-w2jtp,3m,87Mi
openshift-dns,node-resolver-26djs,0m,6Mi
openshift-dns,node-resolver-b9p82,0m,6Mi
openshift-dns,node-resolver-c9mjs,0m,12Mi
openshift-dns,node-resolver-dwcjv,0m,8Mi
openshift-dns,node-resolver-fjx9t,0m,7Mi
openshift-dns,node-resolver-fvpcr,0m,9Mi
openshift-dns,node-resolver-h7qmp,0m,10Mi
openshift-dns,node-resolver-lnkf4,0m,6Mi
openshift-dns,node-resolver-mcxk6,0m,12Mi
openshift-dns,node-resolver-nm5kk,0m,9Mi
openshift-dns,node-resolver-qm29b,0m,9Mi
openshift-dns,node-resolver-r45sc,0m,7Mi
openshift-dns,node-resolver-sdp9w,0m,6Mi
openshift-dns,node-resolver-wk7tj,0m,6Mi
openshift-dns,node-resolver-x5xlj,0m,9Mi
openshift-dns,node-resolver-xvc2s,0m,6Mi
openshift-dns-operator,dns-operator-85766944-mg5l9,3m,77Mi
openshift-etcd,etcd-bab-dev-aro-01-zm4qv-master-0,403m,1824Mi
openshift-etcd,etcd-bab-dev-aro-01-zm4qv-master-1,408m,1834Mi
openshift-etcd,etcd-bab-dev-aro-01-zm4qv-master-2,474m,1782Mi
openshift-etcd,etcd-guard-bab-dev-aro-01-zm4qv-master-0,0m,0Mi
openshift-etcd,etcd-guard-bab-dev-aro-01-zm4qv-master-1,0m,0Mi
openshift-etcd,etcd-guard-bab-dev-aro-01-zm4qv-master-2,0m,0Mi
openshift-etcd-operator,etcd-operator-6f8fdcc44-w7fl6,99m,120Mi
openshift-gitops,cluster-f9c76c5b5-thdg6,0m,22Mi
openshift-gitops,kam-6fd58b8d87-zcx5n,0m,63Mi
openshift-gitops,openshift-gitops-application-controller-0,1m,57Mi
openshift-gitops,openshift-gitops-applicationset-controller-b8f9f84f5-jqtzv,0m,41Mi
openshift-gitops,openshift-gitops-dex-server-7f7fc9b55c-s6fln,0m,96Mi
openshift-gitops,openshift-gitops-redis-5d8649784b-bwp94,0m,8Mi
openshift-gitops,openshift-gitops-repo-server-7c8b5bdd44-tdck4,0m,43Mi
openshift-gitops,openshift-gitops-server-6dbd949c79-22sjk,1m,66Mi
openshift-gitops-operator,openshift-gitops-operator-controller-manager-c49f48888-h4cgj,5m,344Mi
openshift-image-registry,cluster-image-registry-operator-6c5b9b89cc-xwnzb,18m,88Mi
openshift-image-registry,image-registry-6b5cdbd979-n765d,0m,78Mi
openshift-image-registry,image-registry-6b5cdbd979-w9cq2,0m,62Mi
openshift-image-registry,node-ca-4sn89,0m,1Mi
openshift-image-registry,node-ca-5hlvf,0m,2Mi
openshift-image-registry,node-ca-78j2b,0m,3Mi
openshift-image-registry,node-ca-7z55r,0m,1Mi
openshift-image-registry,node-ca-d5zgm,0m,1Mi
openshift-image-registry,node-ca-dc5rs,0m,2Mi
openshift-image-registry,node-ca-gjm95,0m,1Mi
openshift-image-registry,node-ca-hb8hn,0m,1Mi
openshift-image-registry,node-ca-j92sq,0m,1Mi
openshift-image-registry,node-ca-m7jc7,0m,2Mi
openshift-image-registry,node-ca-mr4ld,0m,1Mi
openshift-image-registry,node-ca-r9d4p,0m,1Mi
openshift-image-registry,node-ca-rkjzc,0m,1Mi
openshift-image-registry,node-ca-rs28q,0m,1Mi
openshift-image-registry,node-ca-sjnfn,0m,4Mi
openshift-image-registry,node-ca-tl29h,0m,3Mi
openshift-ingress,router-default-55697c6dfb-bcqzr,10m,198Mi
openshift-ingress,router-default-55697c6dfb-zpnk8,14m,211Mi
openshift-ingress-canary,ingress-canary-2lmdw,0m,34Mi
openshift-ingress-canary,ingress-canary-5cqlx,0m,39Mi
openshift-ingress-canary,ingress-canary-756jf,0m,30Mi
openshift-ingress-canary,ingress-canary-f6dcr,0m,38Mi
openshift-ingress-canary,ingress-canary-k82k9,0m,36Mi
openshift-ingress-canary,ingress-canary-m8sjp,0m,34Mi
openshift-ingress-canary,ingress-canary-qgstf,0m,35Mi
openshift-ingress-canary,ingress-canary-r7m75,0m,39Mi
openshift-ingress-operator,ingress-operator-56df5f9f64-gsvmd,4m,166Mi
openshift-insights,insights-operator-c5cbfffcb-ftjcm,0m,52Mi
openshift-keda,custom-metrics-autoscaler-operator-69795f68c4-rjt9w,0m,102Mi
openshift-keda,keda-admission-6d47b6c4d5-q5ffg,0m,19Mi
openshift-keda,keda-metrics-apiserver-74f5dc44dd-lkkmm,1m,50Mi
openshift-keda,keda-operator-57fc5dbfdd-8r7d7,8m,753Mi
openshift-kube-apiserver,apiserver-watcher-bab-dev-aro-01-zm4qv-master-0,0m,31Mi
openshift-kube-apiserver,apiserver-watcher-bab-dev-aro-01-zm4qv-master-1,0m,31Mi
openshift-kube-apiserver,apiserver-watcher-bab-dev-aro-01-zm4qv-master-2,0m,31Mi
openshift-kube-apiserver,kube-apiserver-bab-dev-aro-01-zm4qv-master-0,2806m,11150Mi
openshift-kube-apiserver,kube-apiserver-bab-dev-aro-01-zm4qv-master-1,1067m,11408Mi
openshift-kube-apiserver,kube-apiserver-bab-dev-aro-01-zm4qv-master-2,457m,8772Mi
openshift-kube-apiserver,kube-apiserver-guard-bab-dev-aro-01-zm4qv-master-0,0m,0Mi
openshift-kube-apiserver,kube-apiserver-guard-bab-dev-aro-01-zm4qv-master-1,0m,0Mi
openshift-kube-apiserver,kube-apiserver-guard-bab-dev-aro-01-zm4qv-master-2,0m,0Mi
openshift-kube-apiserver-operator,kube-apiserver-operator-779647dd5c-c5fgx,32m,397Mi
openshift-kube-controller-manager,kube-controller-manager-bab-dev-aro-01-zm4qv-master-0,1549m,1607Mi
openshift-kube-controller-manager,kube-controller-manager-bab-dev-aro-01-zm4qv-master-1,3m,186Mi
openshift-kube-controller-manager,kube-controller-manager-bab-dev-aro-01-zm4qv-master-2,50m,1201Mi
openshift-kube-controller-manager,kube-controller-manager-guard-bab-dev-aro-01-zm4qv-master-0,0m,0Mi
openshift-kube-controller-manager,kube-controller-manager-guard-bab-dev-aro-01-zm4qv-master-1,0m,0Mi
openshift-kube-controller-manager,kube-controller-manager-guard-bab-dev-aro-01-zm4qv-master-2,0m,0Mi
openshift-kube-controller-manager-operator,kube-controller-manager-operator-74cd7b86bd-bhmb5,15m,108Mi
openshift-kube-scheduler,openshift-kube-scheduler-bab-dev-aro-01-zm4qv-master-0,7m,304Mi
openshift-kube-scheduler,openshift-kube-scheduler-bab-dev-aro-01-zm4qv-master-1,5m,338Mi
openshift-kube-scheduler,openshift-kube-scheduler-bab-dev-aro-01-zm4qv-master-2,10m,322Mi
openshift-kube-scheduler,openshift-kube-scheduler-guard-bab-dev-aro-01-zm4qv-master-0,0m,0Mi
openshift-kube-scheduler,openshift-kube-scheduler-guard-bab-dev-aro-01-zm4qv-master-1,0m,0Mi
openshift-kube-scheduler,openshift-kube-scheduler-guard-bab-dev-aro-01-zm4qv-master-2,0m,0Mi
openshift-kube-scheduler-operator,openshift-kube-scheduler-operator-748d4bbd6c-fvxtd,18m,84Mi
openshift-kube-storage-version-migrator,migrator-56cff8468d-qclkz,0m,37Mi
openshift-kube-storage-version-migrator-operator,kube-storage-version-migrator-operator-54644d5786-5qhnd,2m,46Mi
openshift-logging,cluster-logging-operator-66f5bb88f-g68cb,8m,322Mi
openshift-logging,collector-2c7z2,18m,1692Mi
openshift-logging,collector-2hxr2,57m,634Mi
openshift-logging,collector-2tgmj,7m,380Mi
openshift-logging,collector-5xcv2,45m,1567Mi
openshift-logging,collector-6r46q,13m,1729Mi
openshift-logging,collector-brg2p,10m,346Mi
openshift-logging,collector-d2vfw,15m,1471Mi
openshift-logging,collector-fgss6,59m,1538Mi
openshift-logging,collector-h64np,13m,1497Mi
openshift-logging,collector-hh5ds,62m,1832Mi
openshift-logging,collector-k4f4d,19m,890Mi
openshift-logging,collector-kxdxt,16m,1794Mi
openshift-logging,collector-ppq9w,181m,1545Mi
openshift-logging,collector-tjbqw,73m,1542Mi
openshift-logging,collector-wjmb8,253m,965Mi
openshift-logging,collector-xxmt7,10m,354Mi
openshift-logging,lokistack-compactor-0,6m,220Mi
openshift-logging,lokistack-distributor-779b868f5d-h6mlg,72m,349Mi
openshift-logging,lokistack-distributor-779b868f5d-nbxtp,165m,379Mi
openshift-logging,lokistack-gateway-7798cb7d7b-cbkkv,100m,78Mi
openshift-logging,lokistack-gateway-7798cb7d7b-hd589,68m,91Mi
openshift-logging,lokistack-ingester-0,69m,3785Mi
openshift-logging,lokistack-ingester-1,62m,3933Mi
