ExistingLogicApp,ExistingLogicAppId,ExistingState,Environment,ResourceType,TriggerName,Frequency,Interval,StartHHMM,TimeZone,VmName,VmResourceId,VmSubscriptionId,VmResourceGroup,VmLocation,DetectedPattern,Role,ProposedLogicApp,GroupKey,Status
bab-sit-cdc-kfk-appweb-start-01,/subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/bab-core-auto-weeu-rg-01/providers/Microsoft.Logic/workflows/bab-sit-cdc-kfk-appweb-start-01,Enabled,sit,cdc-kfk,ScheduledStartTrigger,Week,1,800,Arab Standard Time,DACDCAPBRSLV01,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-cdc-kfk-swec-rg-01/providers/Microsoft.Compute/virtualMachines/DACDCAPBRSLV01,e48414cd-f96d-4414-ae9e-da7fec844f77,bab-sit-cdc-kfk-swec-rg-01,swedencentral,AP,appweb,bab-sit-cdc-kfk-appweb-start-01,e48414cd-f96d-4414-ae9e-da7fec844f77|bab-sit-cdc-kfk-swec-rg-01|sit|cdc-kfk|appweb|0800,Ready
bab-sit-cdc-kfk-appweb-start-01,/subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/bab-core-auto-weeu-rg-01/providers/Microsoft.Logic/workflows/bab-sit-cdc-kfk-appweb-start-01,Enabled,sit,cdc-kfk,ScheduledStartTrigger,Week,1,800,Arab Standard Time,DACDCAPBRSLV02,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-cdc-kfk-swec-rg-01/providers/Microsoft.Compute/virtualMachines/DACDCAPBRSLV02,e48414cd-f96d-4414-ae9e-da7fec844f77,bab-sit-cdc-kfk-swec-rg-01,swedencentral,AP,appweb,bab-sit-cdc-kfk-appweb-start-01,e48414cd-f96d-4414-ae9e-da7fec844f77|bab-sit-cdc-kfk-swec-rg-01|sit|cdc-kfk|appweb|0800,Ready
bab-sit-cdc-kfk-appweb-start-01,/subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/bab-core-auto-weeu-rg-01/providers/Microsoft.Logic/workflows/bab-sit-cdc-kfk-appweb-start-01,Enabled,sit,cdc-kfk,ScheduledStartTrigger,Week,1,800,Arab Standard Time,DACDCAPBRSLV03,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-cdc-kfk-swec-rg-01/providers/Microsoft.Compute/virtualMachines/DACDCAPBRSLV03,e48414cd-f96d-4414-ae9e-da7fec844f77,bab-sit-cdc-kfk-swec-rg-01,swedencentral,AP,appweb,bab-sit-cdc-kfk-appweb-start-01,e48414cd-f96d-4414-ae9e-da7fec844f77|bab-sit-cdc-kfk-swec-rg-01|sit|cdc-kfk|appweb|0800,Ready
bab-sit-cdc-kfk-appweb-start-01,/subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/bab-core-auto-weeu-rg-01/providers/Microsoft.Logic/workflows/bab-sit-cdc-kfk-appweb-start-01,Enabled,sit,cdc-kfk,ScheduledStartTrigger,Week,1,800,Arab Standard Time,DACDCAPCCSLV01,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-cdc-kfk-swec-rg-01/providers/Microsoft.Compute/virtualMachines/DACDCAPCCSLV01,e48414cd-f96d-4414-ae9e-da7fec844f77,bab-sit-cdc-kfk-swec-rg-01,swedencentral,AP,appweb,bab-sit-cdc-kfk-appweb-start-01,e48414cd-f96d-4414-ae9e-da7fec844f77|bab-sit-cdc-kfk-swec-rg-01|sit|cdc-kfk|appweb|0800,Ready
bab-sit-cdc-kfk-appweb-start-01,/subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/bab-core-auto-weeu-rg-01/providers/Microsoft.Logic/workflows/bab-sit-cdc-kfk-appweb-start-01,Enabled,sit,cdc-kfk,ScheduledStartTrigger,Week,1,800,Arab Standard Time,DACDCAPCNSLV01,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-cdc-kfk-swec-rg-01/providers/Microsoft.Compute/virtualMachines/DACDCAPCNSLV01,e48414cd-f96d-4414-ae9e-da7fec844f77,bab-sit-cdc-kfk-swec-rg-01,swedencentral,AP,appweb,bab-sit-cdc-kfk-appweb-start-01,e48414cd-f96d-4414-ae9e-da7fec844f77|bab-sit-cdc-kfk-swec-rg-01|sit|cdc-kfk|appweb|0800,Ready
bab-sit-cdc-kfk-appweb-start-01,/subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/bab-core-auto-weeu-rg-01/providers/Microsoft.Logic/workflows/bab-sit-cdc-kfk-appweb-start-01,Enabled,sit,cdc-kfk,ScheduledStartTrigger,Week,1,800,Arab Standard Time,DACDCAPCNSLV02,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-cdc-kfk-swec-rg-01/providers/Microsoft.Compute/virtualMachines/DACDCAPCNSLV02,e48414cd-f96d-4414-ae9e-da7fec844f77,bab-sit-cdc-kfk-swec-rg-01,swedencentral,AP,appweb,bab-sit-cdc-kfk-appweb-start-01,e48414cd-f96d-4414-ae9e-da7fec844f77|bab-sit-cdc-kfk-swec-rg-01|sit|cdc-kfk|appweb|0800,Ready
bab-sit-cdc-kfk-appweb-start-01,/subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/bab-core-auto-weeu-rg-01/providers/Microsoft.Logic/workflows/bab-sit-cdc-kfk-appweb-start-01,Enabled,sit,cdc-kfk,ScheduledStartTrigger,Week,1,800,Arab Standard Time,DACDCAPCTSLV01,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-cdc-kfk-swec-rg-01/providers/Microsoft.Compute/virtualMachines/DACDCAPCTSLV01,e48414cd-f96d-4414-ae9e-da7fec844f77,bab-sit-cdc-kfk-swec-rg-01,swedencentral,AP,appweb,bab-sit-cdc-kfk-appweb-start-01,e48414cd-f96d-4414-ae9e-da7fec844f77|bab-sit-cdc-kfk-swec-rg-01|sit|cdc-kfk|appweb|0800,Ready
bab-sit-cdc-kfk-appweb-start-01,/subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/bab-core-auto-weeu-rg-01/providers/Microsoft.Logic/workflows/bab-sit-cdc-kfk-appweb-start-01,Enabled,sit,cdc-kfk,ScheduledStartTrigger,Week,1,800,Arab Standard Time,DACDCAPCTSLV02,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-cdc-kfk-swec-rg-01/providers/Microsoft.Compute/virtualMachines/DACDCAPCTSLV02,e48414cd-f96d-4414-ae9e-da7fec844f77,bab-sit-cdc-kfk-swec-rg-01,swedencentral,AP,appweb,bab-sit-cdc-kfk-appweb-start-01,e48414cd-f96d-4414-ae9e-da7fec844f77|bab-sit-cdc-kfk-swec-rg-01|sit|cdc-kfk|appweb|0800,Ready
bab-sit-cdc-kfk-appweb-start-01,/subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/bab-core-auto-weeu-rg-01/providers/Microsoft.Logic/workflows/bab-sit-cdc-kfk-appweb-start-01,Enabled,sit,cdc-kfk,ScheduledStartTrigger,Week,1,800,Arab Standard Time,DACDCAPCTSLV03,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-cdc-kfk-swec-rg-01/providers/Microsoft.Compute/virtualMachines/DACDCAPCTSLV03,e48414cd-f96d-4414-ae9e-da7fec844f77,bab-sit-cdc-kfk-swec-rg-01,swedencentral,AP,appweb,bab-sit-cdc-kfk-appweb-start-01,e48414cd-f96d-4414-ae9e-da7fec844f77|bab-sit-cdc-kfk-swec-rg-01|sit|cdc-kfk|appweb|0800,Ready
bab-sit-cdc-kfk-appweb-start-01,/subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/bab-core-auto-weeu-rg-01/providers/Microsoft.Logic/workflows/bab-sit-cdc-kfk-appweb-start-01,Enabled,sit,cdc-kfk,ScheduledStartTrigger,Week,1,800,Arab Standard Time,DACDCAPSRSLV01,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-cdc-kfk-swec-rg-01/providers/Microsoft.Compute/virtualMachines/DACDCAPSRSLV01,e48414cd-f96d-4414-ae9e-da7fec844f77,bab-sit-cdc-kfk-swec-rg-01,swedencentral,AP,appweb,bab-sit-cdc-kfk-appweb-start-01,e48414cd-f96d-4414-ae9e-da7fec844f77|bab-sit-cdc-kfk-swec-rg-01|sit|cdc-kfk|appweb|0800,Ready
bab-sit-cdc-kfk-appweb-start-01,/subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/bab-core-auto-weeu-rg-01/providers/Microsoft.Logic/workflows/bab-sit-cdc-kfk-appweb-start-01,Enabled,sit,cdc-kfk,ScheduledStartTrigger,Week,1,800,Arab Standard Time,DACDCAPSRSLV02,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-cdc-kfk-swec-rg-01/providers/Microsoft.Compute/virtualMachines/DACDCAPSRSLV02,e48414cd-f96d-4414-ae9e-da7fec844f77,bab-sit-cdc-kfk-swec-rg-01,swedencentral,AP,appweb,bab-sit-cdc-kfk-appweb-start-01,e48414cd-f96d-4414-ae9e-da7fec844f77|bab-sit-cdc-kfk-swec-rg-01|sit|cdc-kfk|appweb|0800,Ready
bab-sit-cdc-kfk-appweb-start-01,/subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/bab-core-auto-weeu-rg-01/providers/Microsoft.Logic/workflows/bab-sit-cdc-kfk-appweb-start-01,Enabled,sit,cdc-kfk,ScheduledStartTrigger,Week,1,800,Arab Standard Time,DACDCAPSWV01,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-cdc-kfk-swec-rg-01/providers/Microsoft.Compute/virtualMachines/DACDCAPSWV01,e48414cd-f96d-4414-ae9e-da7fec844f77,bab-sit-cdc-kfk-swec-rg-01,swedencentral,AP,appweb,bab-sit-cdc-kfk-appweb-start-01,e48414cd-f96d-4414-ae9e-da7fec844f77|bab-sit-cdc-kfk-swec-rg-01|sit|cdc-kfk|appweb|0800,Ready
bab-sit-cdc-kfk-db-start-01,/subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/bab-core-auto-weeu-rg-01/providers/Microsoft.Logic/workflows/bab-sit-cdc-kfk-db-start-01,Enabled,sit,cdc-kfk,ScheduledStartTrigger,Week,1,750,Arab Standard Time,DACDCORDBSWV01,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-cdc-kfk-swec-rg-01/providers/Microsoft.Compute/virtualMachines/DACDCORDBSWV01,e48414cd-f96d-4414-ae9e-da7fec844f77,bab-sit-cdc-kfk-swec-rg-01,swedencentral,DB,db,bab-sit-cdc-kfk-db-start-01,e48414cd-f96d-4414-ae9e-da7fec844f77|bab-sit-cdc-kfk-swec-rg-01|sit|cdc-kfk|db|0750,Ready
bab-crtxup-sit_vms_Scheduled_start,/subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/bab-core-auto-weeu-rg-01/providers/Microsoft.Logic/workflows/bab-crtxup-sit_vms_Scheduled_start,Enabled,sit,crtxup,ScheduledStartTriggers,Week,1,800,Arab Standard Time,DACTXAPGUILV01,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/BAB-SIT-CRTXUP-SWEC-RG-01/providers/Microsoft.Compute/virtualMachines/DACTXAPGUILV01,e48414cd-f96d-4414-ae9e-da7fec844f77,BAB-SIT-CRTXUP-SWEC-RG-01,swedencentral,AP,appweb,bab-sit-crtxup-appweb-start-01,e48414cd-f96d-4414-ae9e-da7fec844f77|BAB-SIT-CRTXUP-SWEC-RG-01|sit|crtxup|appweb|0800,Ready
bab-crtxup-sit_vms_Scheduled_start,/subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/bab-core-auto-weeu-rg-01/providers/Microsoft.Logic/workflows/bab-crtxup-sit_vms_Scheduled_start,Enabled,sit,crtxup,ScheduledStartTriggers,Week,1,800,Arab Standard Time,DACTXAPSWILV01,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/BAB-SIT-CRTXUP-SWEC-RG-01/providers/Microsoft.Compute/virtualMachines/DACTXAPSWILV01,e48414cd-f96d-4414-ae9e-da7fec844f77,BAB-SIT-CRTXUP-SWEC-RG-01,swedencentral,AP,appweb,bab-sit-crtxup-appweb-start-01,e48414cd-f96d-4414-ae9e-da7fec844f77|BAB-SIT-CRTXUP-SWEC-RG-01|sit|crtxup|appweb|0800,Ready
bab-crtxup-sit_vms_Scheduled_start,/subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/bab-core-auto-weeu-rg-01/providers/Microsoft.Logic/workflows/bab-crtxup-sit_vms_Scheduled_start,Enabled,sit,crtxup,ScheduledStartTriggers,Week,1,800,Arab Standard Time,DAISTAPGUILV01,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/BAB-SIT-CRTXUP-SWEC-RG-01/providers/Microsoft.Compute/virtualMachines/DAISTAPGUILV01,e48414cd-f96d-4414-ae9e-da7fec844f77,BAB-SIT-CRTXUP-SWEC-RG-01,swedencentral,AP,appweb,bab-sit-crtxup-appweb-start-01,e48414cd-f96d-4414-ae9e-da7fec844f77|BAB-SIT-CRTXUP-SWEC-RG-01|sit|crtxup|appweb|0800,Ready
bab-crtxup-sit_vms_Scheduled_start,/subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/bab-core-auto-weeu-rg-01/providers/Microsoft.Logic/workflows/bab-crtxup-sit_vms_Scheduled_start,Enabled,sit,crtxup,ScheduledStartTriggers,Week,1,800,Arab Standard Time,DAISTAPSWILV01,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/BAB-SIT-CRTXUP-SWEC-RG-01/providers/Microsoft.Compute/virtualMachines/DAISTAPSWILV01,e48414cd-f96d-4414-ae9e-da7fec844f77,BAB-SIT-CRTXUP-SWEC-RG-01,swedencentral,AP,appweb,bab-sit-crtxup-appweb-start-01,e48414cd-f96d-4414-ae9e-da7fec844f77|BAB-SIT-CRTXUP-SWEC-RG-01|sit|crtxup|appweb|0800,Ready
bab-crtxup-db-sit_vms_Scheduled_start,/subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/bab-core-auto-weeu-rg-01/providers/Microsoft.Logic/workflows/bab-crtxup-db-sit_vms_Scheduled_start,Enabled,sit,crtxup,ScheduledStartTriggers,Week,1,750,Arab Standard Time,DACTXDBORILV01,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/BAB-SIT-CRTXUP-SWEC-RG-01/providers/Microsoft.Compute/virtualMachines/DACTXDBORILV01,e48414cd-f96d-4414-ae9e-da7fec844f77,BAB-SIT-CRTXUP-SWEC-RG-01,swedencentral,DB,db,bab-sit-crtxup-db-start-01,e48414cd-f96d-4414-ae9e-da7fec844f77|BAB-SIT-CRTXUP-SWEC-RG-01|sit|crtxup|db|0750,Ready
bab-sit-dex-upg-appweb-start-01,/subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/bab-core-auto-weeu-rg-01/providers/Microsoft.Logic/workflows/bab-sit-dex-upg-appweb-start-01,Enabled,sit,dex-upg,ScheduledStartTrigger,Week,1,800,Arab Standard Time,DADEXAPIISWV01,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/BAB-SIT-DEX-UPG-SWEC-RG-01/providers/Microsoft.Compute/virtualMachines/DADEXAPIISWV01,e48414cd-f96d-4414-ae9e-da7fec844f77,BAB-SIT-DEX-UPG-SWEC-RG-01,swedencentral,AP,appweb,bab-sit-dex-upg-appweb-start-01,e48414cd-f96d-4414-ae9e-da7fec844f77|BAB-SIT-DEX-UPG-SWEC-RG-01|sit|dex-upg|appweb|0800,Ready
bab-sit-dex-upg-appweb-start-01,/subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/bab-core-auto-weeu-rg-01/providers/Microsoft.Logic/workflows/bab-sit-dex-upg-appweb-start-01,Enabled,sit,dex-upg,ScheduledStartTrigger,Week,1,800,Arab Standard Time,DADEXIXOAPSWV01,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/BAB-SIT-DEX-UPG-SWEC-RG-01/providers/Microsoft.Compute/virtualMachines/DADEXIXOAPSWV01,e48414cd-f96d-4414-ae9e-da7fec844f77,BAB-SIT-DEX-UPG-SWEC-RG-01,swedencentral,AP,appweb,bab-sit-dex-upg-appweb-start-01,e48414cd-f96d-4414-ae9e-da7fec844f77|BAB-SIT-DEX-UPG-SWEC-RG-01|sit|dex-upg|appweb|0800,Ready
bab-sit-dex-upg-db-start-01,/subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/bab-core-auto-weeu-rg-01/providers/Microsoft.Logic/workflows/bab-sit-dex-upg-db-start-01,Enabled,sit,dex-upg,ScheduledStartTrigger,Week,1,750,Arab Standard Time,DADEXORDBSLV01,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/BAB-SIT-DEX-UPG-SWEC-RG-01/providers/Microsoft.Compute/virtualMachines/DADEXORDBSLV01,e48414cd-f96d-4414-ae9e-da7fec844f77,BAB-SIT-DEX-UPG-SWEC-RG-01,swedencentral,DB,db,bab-sit-dex-upg-db-start-01,e48414cd-f96d-4414-ae9e-da7fec844f77|BAB-SIT-DEX-UPG-SWEC-RG-01|sit|dex-upg|db|0750,Ready
bab-sit-orch-db-start-01,/subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/bab-core-auto-weeu-rg-01/providers/Microsoft.Logic/workflows/bab-sit-orch-db-start-01,Enabled,sit,orch,ScheduledStartTrigger,Week,1,800,Arab Standard Time,DAORCHDBSLV01,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/BAB-SIT-ORCH-SWEC-RG-01/providers/Microsoft.Compute/virtualMachines/DAORCHDBSLV01,e48414cd-f96d-4414-ae9e-da7fec844f77,BAB-SIT-ORCH-SWEC-RG-01,swedencentral,DB,db,bab-sit-orch-db-start-01,e48414cd-f96d-4414-ae9e-da7fec844f77|BAB-SIT-ORCH-SWEC-RG-01|sit|orch|db|0800,Ready
bab-sit-picm-db-start-01,/subscriptions/d88f0b5b-6660-4607-8c6a-395820400912/resourceGroups/bab-core-auto-weeu-rg-01/providers/Microsoft.Logic/workflows/bab-sit-picm-db-start-01,Enabled,sit,picm,ScheduledStartTrigger,Week,1,800,Arab Standard Time,DAPICMORDBSLV01,/subscriptions/e48414cd-f96d-4414-ae9e-da7fec844f77/resourceGroups/bab-sit-picm-swec-rg-01/providers/Microsoft.Compute/virtualMachines/DAPICMORDBSLV01,e48414cd-f96d-4414-ae9e-da7fec844f77,bab-sit-picm-swec-rg-01,swedencentral,AP,appweb,bab-sit-picm-appweb-start-01,e48414cd-f96d-4414-ae9e-da7fec844f77|bab-sit-picm-swec-rg-01|sit|picm|appweb|0800,Ready
