"ProposedLogicApp","ExistingLogicApps","VmCount","VMs","Result","Backup","Error"
"bab-sit-mux-db-start-01","bab-mux-sit_db_Scheduled_appweb","1","DATMSDBORILV1","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\bab-mux-sit_db_Scheduled_appweb-20260830-231459.json",""
"bab-sit-new-bib-db-start-01","bab-new-bib-sit-db-start-01","1","DANBIBDBORSLV01","SKIPPED_TARGET_EXISTS","",""
"bab-sit-oab-appweb-start-01","bab-sit-oab_vms_Scheduled_app","1","DAOABAPSWV01","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\bab-sit-oab_vms_Scheduled_app-20260830-231512.json",""
"bab-sit-oab-db-start-01","bab-sit-oab_vms_Scheduled_db","1","DAOABDBSWV01","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\bab-sit-oab_vms_Scheduled_db-20260830-231522.json",""
"bab-sit-ods-db-start-01","bab-ods-sit_vms_Scheduled_db","2","DAODSORDBSLV01;DASTLDBSQIWV1","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\bab-ods-sit_vms_Scheduled_db-20260830-231532.json",""
"bab-sit-orch-db-start-01","bab-sit-orch-db-start-01","1","DAORCHDBSLV01","SKIPPED_TARGET_EXISTS","",""
"bab-sit-pbi-appweb-start-01","bab_pbi_sit_vms_Scheduled_appweb","2","DAPPIAPSWV1;DACDBPBISWV1","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\bab_pbi_sit_vms_Scheduled_appweb-20260830-231543.json",""
"bab-sit-pbi-db-start-01","bab_pbi_sit_vms_Scheduled_db","1","DAPPIDBSWV1","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\bab_pbi_sit_vms_Scheduled_db-20260830-231554.json",""
"bab-sit-pcc-appweb-start-01","ststv2_pcc_sit_vms_Scheduled_start","2","DAPCCAPSLV1;DAPCCWBSLV1","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\ststv2_pcc_sit_vms_Scheduled_start-20260830-231607.json",""
"bab-sit-picm-appweb-start-01","bab-sit-picm-appweb-start-01","1","DAPICMORDBSLV01","SKIPPED_TARGET_EXISTS","",""
"bab-sit-ppl-appweb-start-01","bab_ppl_sit_vms_Scheduled_appweb","2","DAPPLAPSCSWV01;DAPPLWBSCSWV01","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\bab_ppl_sit_vms_Scheduled_appweb-20260830-231627.json",""
"bab-sit-ppl-db-start-01","bab_ppl_sit_vms_Scheduled_db","1","DAPPLSQDBSWV01","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\bab_ppl_sit_vms_Scheduled_db-20260830-231657.json",""
"bab-sit-proview-appweb-start-01","bab-proview-sit_vms_Scheduled_start","1","DAPRVAPPCIWV1","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\bab-proview-sit_vms_Scheduled_start-20260830-231711.json",""
"bab-sit-rcn-appweb-start-01","bab-rcn-sit_vms_Scheduled_start","1","DARECAPSWV1","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\bab-rcn-sit_vms_Scheduled_start-20260830-231721.json",""
"bab-sit-rmb-rds-db-start-01","ststv2_vms_Scheduled_start_Redis_0800","3","DARDSDBORSLV1;DARDSDBORSLV2;DARDSDBORSLV3","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\ststv2_vms_Scheduled_start_Redis_0800-20260830-231732.json",""
"bab-sit-rsp-appweb-start-01","bab-rsp-sit_vms_Scheduled_start","2","DARSPWBSLV01;DARSPBHSLV01","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\bab-rsp-sit_vms_Scheduled_start-20260830-231746.json",""
"bab-sit-rsp-db-start-01","bab-rsp-sit_vms_Scheduled_db","1","DARSPDBSLV01","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\bab-rsp-sit_vms_Scheduled_db-20260830-231755.json",""
"bab-sit-saq-appweb-start-01","ststv2_saqar-sit_vms_Scheduled_start","2","DASAQAPWSSWV2;DASAQWBWSSWV1","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\ststv2_saqar-sit_vms_Scheduled_start-20260830-231806.json",""
"bab-sit-saq-db-start-01","ststv2_saqar-sit_vms_Scheduled_start","1","DASAQDBORSLV01","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\ststv2_saqar-sit_vms_Scheduled_start-20260830-231822.json",""
"bab-sit-scf-appweb-start-01","ststv2_scf_sit_vms_Scheduled_start","1","DASCFWBISSWV01","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\ststv2_scf_sit_vms_Scheduled_start-20260830-231845.json",""
"bab-sit-scf-db-start-01","ststv2_scf_sit_vms_Scheduled_start","1","DASCFDBSQSWV01","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\ststv2_scf_sit_vms_Scheduled_start-20260830-231859.json",""
"bab-sit-sde-appweb-start-01","bab-sde-sit_vms_Scheduled_start","1","DASDEAPPSWV1","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\bab-sde-sit_vms_Scheduled_start-20260830-231911.json",""
"bab-sit-sde-db-start-01","bab-sde-sit_db_Scheduled_start","1","DASDESDBSQSWV1","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\bab-sde-sit_db_Scheduled_start-20260830-231925.json",""
"bab-sit-shareddb-db-start-01","ststv2_shared-db_sit_vms_Scheduled_start","1","DAENTDBSQSWV1","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\ststv2_shared-db_sit_vms_Scheduled_start-20260830-231942.json",""
"bab-sit-shp-appweb-start-01","ststv2_sit_shp_vms_Scheduled_start","2","DABABAPSPSWV1;DABABWBSPSWV1","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\ststv2_sit_shp_vms_Scheduled_start-20260830-231955.json",""
"bab-sit-sme-appweb-start-01","ststv2_vms_Scheduled_start_sme","1","DASMEWBSLV1","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\ststv2_vms_Scheduled_start_sme-20260830-232012.json",""
"bab-sit-sme-loan-appweb-start-01","ststv2_vms_Scheduled_start_sme","1","DASMEWBMSSLV1","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\ststv2_vms_Scheduled_start_sme-20260830-232030.json",""
"bab-sit-smsgw-appweb-start-01","bab-smsgw-sit_vms_Scheduled_app","1","DASMSGWCOIWV2","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\bab-smsgw-sit_vms_Scheduled_app-20260830-232045.json",""
"bab-sit-smsgw-db-start-01","bab-smsgw-sit_vms_Scheduled_db","1","DASMSGWDBIWV1","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\bab-smsgw-sit_vms_Scheduled_db-20260830-232118.json",""
"bab-sit-sss-db-start-01","bab-sss-sit_vms_Scheduled_start","1","DASOSDBSQTWV1","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\bab-sss-sit_vms_Scheduled_start-20260830-232140.json",""
"bab-sit-tos-appweb-start-01","bab-tos-sit_vms_Scheduled_start","4","DATOSAPSWV1;DATOSAPSWV2;DATOSAPSWV3;DATOSAPSWV4","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\bab-tos-sit_vms_Scheduled_start-20260830-232156.json",""
"bab-sit-vnv-appweb-start-01","bab_vnv_sit_vms_Scheduled_appweb","1","DAVNVAPSWV1","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\bab_vnv_sit_vms_Scheduled_appweb-20260830-232207.json",""
"bab-sit-vnv-db-start-01","bab_vnv_sit_vms_Scheduled_db","1","DAVNVDBSQSWV1","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\bab_vnv_sit_vms_Scheduled_db-20260830-232217.json",""
"bab-sit-was-appweb-start-01","bab-was-sit_vms_Scheduled_start","7","DAIBGAPDMILV1;DAIBGAPWSILV1;DAIBGAPWSILV2;DAIBGWBWSIWV1;DABIBADLDSWV1;DAIBGADLDSWV1;DAIBGADLDTWV1","Success","C:\On-Prem-to-cloud-migration\New-Repo\BAB_CloudOps\BAB_CloudOps-Ankoji\Azure-Scripts\logic-apps\rename-logicapps\BAB-LogicApp-Backups\bab-was-sit_vms_Scheduled_start-20260830-232252.json",""
