Deployment	bab-dev-observe	tempo-dev-tempo-distributor	1	156m	106300440		
Deployment	bab-dev-observe	tempo-dev-tempo-gateway	1	36m;0	48318384;0		
Deployment	bab-dev-observe	tempo-dev-tempo-querier	1	54m	135291488		
Deployment	bab-dev-observe	tempo-dev-tempo-query-frontend	1	24m;24m;24m	19327354;19327354;19327354		
Deployment	bab-dev-rpa-apps-01	9aae22bb-4b8a-431f-8685-5b90eb13e509-22	1	500m;100m	2Gi;100Mi	0	0
Deployment	bab-dev-rpa-apps-01	ai-app-deployment	2	300m	1Gi	0	0
Deployment	bab-dev-rpa-apps-01	ai-appmanager-deployment	2	300m	1Gi	0	0
Deployment	bab-dev-rpa-apps-01	ai-deployer-deployment	2	300m	2Gi	0	0
Deployment	bab-dev-rpa-apps-01	ai-helper-deployment	2	300m	2Gi	0	0
Deployment	bab-dev-rpa-apps-01	ai-pkgmanager-deployment	2	300m	1Gi	0	0
Deployment	bab-dev-rpa-apps-01	ai-trainer-deployment	2	300m	2Gi	0	0
Deployment	bab-dev-rpa-apps-01	aievents-deploy	5	500m	256Mi	0;500m	0;256Mi
Deployment	bab-dev-rpa-apps-01	aimetering	5	100m	100Mi	0	0
Deployment	bab-dev-rpa-apps-01	aistorage	2	500m	1Gi	0;100m	0;200Mi
Deployment	bab-dev-rpa-apps-01	aistorage-cleanup	1	500m	500Mi	0;0	0;0
Deployment	bab-dev-rpa-apps-01	demo-app	1	0	0		
Deployment	bab-dev-rpa-apps-01	du-digitizer	3	500m	1Gi	0;0	0;0
Deployment	bab-dev-rpa-apps-01	du-digitizer-cleanup	1	500m	256Mi	0;0	0;0
Deployment	bab-dev-rpa-apps-01	du-digitizer-worker-deployment	3	1	2Gi	0	0
Deployment	bab-dev-rpa-apps-01	du-documentmanager-dm	3	250m	500M	0	0
Deployment	bab-dev-rpa-apps-01	du-extended-ocr	2	0;10m	0;64Mi	0	0
Deployment	bab-dev-rpa-apps-01	du-extended-ocr-proxy	2	0	0	0	0
Deployment	bab-dev-rpa-apps-01	du-frontend	2	100m	100M	0;0	0;0
Deployment	bab-dev-rpa-apps-01	du-provisioning	2	100m	128Mi	0	0
Deployment	bab-dev-rpa-apps-01	du-services-fe	2	250m	1Gi	0	0
Deployment	bab-dev-rpa-apps-01	du-services-ikc	2	250m	1Gi	0	0
Deployment	bab-dev-rpa-apps-01	identity-service-api	2	600m	900Mi	0	0
Deployment	bab-dev-rpa-apps-01	identity-service-web	2	50m	50Mi	0	0
Deployment	bab-dev-rpa-apps-01	orchestrator	2	1	2Gi	0	0
Deployment	bab-dev-rpa-apps-01	platform-authorization-service	2	100m	600Mi	0	0
Deployment	bab-dev-rpa-apps-01	platform-license-accountant	2	600m	800Mi	0	0
Deployment	bab-dev-rpa-apps-01	platform-license-accountant-worker	2	600m	800Mi	0	0
Deployment	bab-dev-rpa-apps-01	platform-license-resource-manager	2	100m	800Mi	0	0
Deployment	bab-dev-rpa-apps-01	platform-license-resource-manager-worker	2	100m	800Mi	0	0
Deployment	bab-dev-rpa-apps-01	platform-location-service	2	400m	500Mi	0	0
Deployment	bab-dev-rpa-apps-01	platform-messagebus-service	10	100m	800Mi	0	0
Deployment	bab-dev-rpa-apps-01	platform-organization-management-service	2	400m	600Mi	0	0
Deployment	bab-dev-rpa-apps-01	platform-portal	2	400m	300Mi	0	0
Deployment	bab-dev-rpa-apps-01	platform-resource-catalog-service	2	100m	800Mi	0	0
Deployment	bab-dev-rpa-apps-01	pushgateway-prometheus-pushgateway	1	40m	60Mi		
Deployment	bab-dev-rpa-apps-01	reloader-reloader	1	10m	100Mi		
Deployment	bab-dev-rpa-apps-01	robotube	2	100m	250Mi	0	0
Deployment	bab-dev-rpa-apps-01	webhook-service	2	100m	700Mi	0	0
Deployment	bab-dev-web-baas	abb-account-statement-service	1	300m	512Mi	0	0
Deployment	bab-dev-web-baas	abb-account-statement-service-amr-tarek	1	300m	512Mi		
Deployment	bab-dev-web-baas	abb-card-statement-service	1	300m	512Mi		
Deployment	bab-dev-web-baas	active-directory-service	1	0	0		
Deployment	bab-dev-web-baas	auth-service	1	300m	512Mi		
Deployment	bab-dev-web-baas	baas-mongodb	1	0	0		
Deployment	bab-dev-web-baas	branch-app-ui	1	300m	512Mi		
Deployment	bab-dev-web-baas	branch-statement-service	1	300m	512Mi	0	0
Deployment	bab-dev-web-baas	digital-signature-service	1	300m	512Mi		
Deployment	bab-dev-web-baas	document-generator-service	1	300m	512Mi		
Deployment	bab-dev-web-baas	efatourah-xml	1	300m	512Mi		
Deployment	bab-dev-web-baas	enjaz-contacts-service	1	300m	512Mi		
Deployment	bab-dev-web-baas	error-message-service	1	300m	512Mi		
Deployment	bab-dev-web-baas	ldap-service	1	300m	512Mi		
Deployment	bab-dev-web-baas	live-session-manager	1	300m	512Mi		
Deployment	bab-dev-web-baas	mock-api-app	1	300m	512Mi		
Deployment	bab-dev-web-baas	moi-cache	1	300m	512Mi		
Deployment	bab-dev-web-baas	mongo-db-handler	1	300m	512Mi		
Deployment	bab-dev-web-baas	mongodb-8-deployment	1	250m	512Mi		
Deployment	bab-dev-web-baas	net-utils1	1	0	0		
Deployment	bab-dev-web-baas	otel-collector	1	0	0		
Deployment	bab-dev-web-baas	retail-onboarding	1	300m	512Mi		
Deployment	bab-dev-web-baas	rmb-docs-service	1	300m	512Mi		
Deployment	bab-dev-web-baas	session-rules-manager	1	300m	512Mi		
Deployment	bab-dev-web-baas	shorten-url-ms	1	300m	512Mi		
Deployment	bab-dev-web-baas	sme-loan-app	1	300m	512Mi		
Deployment	bab-dev-web-baas	statement-generator	1	300m	512Mi		
Deployment	bab-dev-web-baas	statement-integrator-service	1	300m	512Mi		
Deployment	bab-dev-web-baas	statement-manager-service	1	300m	512Mi		
Deployment	bab-dev-web-baas	statement-poller	1	300m	512Mi		
Deployment	bab-dev-web-baas	tanfeeth-report-poller	1	300m	512Mi		
Deployment	bab-dev-web-baas	utility-service	1	300m	512Mi		
Deployment	bab-ms-dev	sme-loan-api-bld	0	0	0		
Deployment	babamldev	sas-aml-core	1	50m	650M	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-analytics-events	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-analytics-execution	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-analytics-gateway	1	50m	1Gi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-analytics-resources	1	50m	300Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-annotations	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-app-registry	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
